manifest_version,input_manifest_sha256,dataset,entity_type,entity_id,source_splits,source_pair_count,recomputed_component_ids,exclusion_reasons,review_assistance_traces
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:AUSXXX||market_item.xlsx|dark0de|seller_raw:ausx,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:AUSXXX||market_item.xlsx|darkfox market|seller_raw:ausx,valid,1,en_content_train_pool_cc_7ce210ffc2dc1adb,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Aliance||market_item.xlsx|darkfox market|seller_raw:Aliancepro,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Aliance||market_item.xlsx|darkfox market|seller_raw:Hassan,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Apavlik2plug||market_item.xlsx|darkfox market|seller_raw:drdacky11,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Apavlik2plug||market_item.xlsx|vice city|seller_raw:Jackwilldogs,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Auspride||market_item.xlsx|dark0de|seller_raw:auspridestore,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:CalGreen||market_item.xlsx|monopoly market|seller_raw:SpiceSpiceBaby,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:DARKNOOB||market_item.xlsx|apollon market|seller_raw:tvman (97%),uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:DARKNOOB||market_item.xlsx|silk road 3.1|seller_raw:guideboy,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Dr_Heizen||market_item.xlsx|Cartel|seller_raw:MAGICMOVERS1,train,1,en_content_train_pool_cc_f4386d4b56023e8a,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Drugsking||market_item.xlsx|darkfox market|seller_raw:rinyus,train,1,en_content_train_pool_cc_5d852c7834259fe8,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:FedEx||market_item.xlsx|silk road 3.1|seller_raw:RS7,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:FedEx||market_item.xlsx|vice city|seller_raw:AudiRS7,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:FedEx||market_item.xlsx|vice city|seller_raw:KitKat,test,1,en_content_train_pool_cc_aa6a4310eeea8d73,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Firebunny||market_item.xlsx|versus market|seller_raw:FirebunnyUSA,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Godaddy1||market_item.xlsx|darkfox market|seller_raw:thecolonel,train,1,en_content_train_pool_cc_f9371bc9b3ce6d7d,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:HappyShopOrigi||market_item.xlsx|vice city|seller_raw:HappyShop,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Hilfiger||market_item.xlsx|dark0de|seller_raw:pillsdr,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Hilfiger||market_item.xlsx|darkfox market|seller_raw:HilfigerWW,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Hilfiger||market_item.xlsx|vice city|seller_raw:PILLSDr,train,1,en_content_train_pool_cc_10c6c1093b6829a3,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Jasperfly||market_item.xlsx|tor2door market|seller_raw:Firefly,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Ketaminedomestic||market_item.xlsx|dark0de|seller_raw:ketworld880,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Ketaminedomestic||market_item.xlsx|vice city|seller_raw:Suriv01,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:LaFamily||market_item.xlsx|apollon market|seller_raw:ElFamily-Addams (100%),uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:LooneyExpress||market_item.xlsx|Cartel|seller_raw:TheWizardNL,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Lucky7||market_item.xlsx|dark0de|seller_raw:luckyy7,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Lucky7||market_item.xlsx|silk road 3.1|seller_raw:KingKongNL,test,1,en_content_train_pool_cc_46dc6920919cae75,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:MickeyMouseNL||market_item.xlsx|vice city|seller_raw:MickeyMouseNLL,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Muankum12||market_item.xlsx|darkfox market|seller_raw:ThaKingDadpop,test,1,en_content_train_pool_cc_2b2558fa55f88672,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Muse||market_item.xlsx|dark0de|seller_raw:findyourmuse,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:NeighborJimi||market_item.xlsx|vice city|seller_raw:Neighborjiminl,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:PharmaWorldUK||market_item.xlsx|dark0de|seller_raw:ldnexpert,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:PharmaWorldUK||market_item.xlsx|versus market|seller_raw:ldnexpert,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:PsychedelicaShop||market_item.xlsx|darkfox market|seller_raw:Psychedelica,test,1,en_content_train_pool_cc_6f130cf7a6e4ede4,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Rapstore1||market_item.xlsx|darkfox market|seller_raw:Westcoast,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:TheBodyShop||market_item.xlsx|versus market|seller_raw:TheBodyShops,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Thuggakingshop||market_item.xlsx|Cartel|seller_raw:flame76,valid,1,en_content_train_pool_cc_9af8e6a8817e71eb,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Thuggakingshop||market_item.xlsx|dark0de|seller_raw:thuggaking54,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Thuggakingshop||market_item.xlsx|darkfox market|seller_raw:High00,valid,1,en_content_train_pool_cc_9af8e6a8817e71eb,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Thuggakingshop||market_item.xlsx|darkfox market|seller_raw:Thuggaking54,valid,1,en_content_train_pool_cc_9af8e6a8817e71eb,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:UmbrellaSquad||market_item.xlsx|vice city|seller_raw:Bluemarket,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:Venture1||market_item.xlsx|darkfox market|seller_raw:Venture,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:bestgroup||market_item.xlsx|cypher market|seller_raw:monsterlabstore,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:bestgroup||market_item.xlsx|dark0de|seller_raw:monsterlabstore,test,1,en_content_train_pool_cc_a96fda38bf0de6e3,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:bestgroup||market_item.xlsx|silk road 3.1|seller_raw:bralle,test,1,en_content_train_pool_cc_a96fda38bf0de6e3,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:bestgroup||market_item.xlsx|vice city|seller_raw:Monsterlabstore,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:bestpharma||market_item.xlsx|darkfox market|seller_raw:carter,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:blacklist||market_item.xlsx|vice city|seller_raw:Reddingtonn,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:carder||market_item.xlsx|apollon market|seller_raw:voldemort999 (100%),valid,1,en_content_train_pool_cc_60e1d7c6d5a7ddf4,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:dddprovider||market_item.xlsx|dark0de|seller_raw:lordsheng,test,1,en_content_train_pool_cc_a33e0f4a38123fed,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:dddprovider||market_item.xlsx|darkfox market|seller_raw:ddprovider,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:dddprovider||market_item.xlsx|tor2door market|seller_raw:ddprovider,test,1,en_content_train_pool_cc_a33e0f4a38123fed,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:dddprovider||market_item.xlsx|versus market|seller_raw:ddprovider,test,1,en_content_train_pool_cc_a33e0f4a38123fed,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:dddprovider||market_item.xlsx|vice city|seller_raw:Lordsheng,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:flame76||market_item.xlsx|darkfox market|seller_raw:High00,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:flame76||market_item.xlsx|darkfox market|seller_raw:Thuggaking54,valid,1,en_content_train_pool_cc_9af8e6a8817e71eb,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:flame76||market_item.xlsx|tor2door market|seller_raw:hudson,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:flame76||market_item.xlsx|vice city|seller_raw:Thuggaking54,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|Cartel|seller_raw:melvinbankz,test,1,en_content_train_pool_cc_2aeb24886446b31d,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|dark0de|seller_raw:melvinbankz,test,1,en_content_train_pool_cc_2aeb24886446b31d,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|darkfox market|seller_raw:melvinbankz,test,1,en_content_train_pool_cc_2aeb24886446b31d,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|tor2door market|seller_raw:Melvinbankz,test,1,en_content_train_pool_cc_2aeb24886446b31d,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|tor2door market|seller_raw:fraudbuddy,audit_only,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:fraudbuddy||market_item.xlsx|versus market|seller_raw:melvinbankz,test,1,en_content_train_pool_cc_2aeb24886446b31d,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:fullplez||market_item.xlsx|apollon market|seller_raw:g3cko (96%),train,1,en_content_train_pool_cc_69a17117c0da140c,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:gamechanger09||market_item.xlsx|dark0de|seller_raw:ladrugs,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:highsierraranch||market_item.xlsx|darkfox market|seller_raw:highsierra,uncertain_holdout,1,,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:irishoncoke||market_item.xlsx|apollon market|seller_raw:backagain1 (100%),train,1,en_content_train_pool_cc_4632283115d6aed9,step5_historically_reviewed_pair,
2026-07-16-step16i-data-integrity-v1,49d1746d30a2810802f06bfaebfcf9b0d25f5078a98f8d2c38ceee13d589061a,en_content_train_pool,pair_uid,market_item.xlsx|Cartel|seller_raw:kalinuxC||market_item.xlsx|tor2door market|seller_raw:kalinux,uncertain_holdout,1,,step5_historically_reviewed_pair,
