"review_index","blind_id","split_name","source_market_raw_left","source_market_raw_right","source_seller_raw_left","source_seller_raw_right","alias_normalized_left","alias_normalized_right","alias_relation","item_count_left","item_count_right","shared_contact_count","shared_contact_types","shared_contact_values","shared_pgp_fingerprint_count","shared_pgp_fingerprint_values","pgp_alias_hit_count_left","pgp_alias_hit_count_right","shared_title_count","shared_title_values","shared_description_count","shared_description_values","shared_category_count","shared_category_values","left_preview","right_preview","raw_contact_occurrences_json","component_candidate_path_json","independent_decision","seller_facing_direct_evidence","alternative_explanation_ruled_out","review_confidence","review_rationale"
"39","blind_820e934584f9805efb44","test","茶马古道","茶马古道","/shop/428560","/shop/428784","/shop/428560","/shop/428784","different_alias","4","5","1","telegram","telegram:madeo666","0","","0","0","0","","0","","1","数据","T: 求购女性兼职粉，求职女性资源 || 求购女性兼职粉，求职女性资源 | D: 求购电聊工作室代打jz电话，一手工作室来，小作坊勿扰 联系蝙蝠2416998，备注茶马 | C: 虚拟 || 数据","T: 来个能渗透的，提取4399奥比岛账密数据。。能做的来 || 收福利粉 手机红包粉 出粉的联系我 | D: 一手私人QQ 三太 皇冠 好用耐操 一卡无限绑 价格不贵 好用耐操 蝙蝠：5956601 | C: 数据","[{""left_occurrences"": [{""context"": ""求购女性兼职粉,求职女性资源 单价60+ /个 能跑的纸飞机联系@madeo666"", ""description_snippet"": ""求购女性兼职粉，求职女性资源 单价60+ /个 能跑的纸飞机联系@madeo666"", ""raw_value"": ""madeo666"", ""source_field"": ""description"", ""title_snippet"": ""求购女性兼职粉，求职女性资源""}], ""right_occurrences"": [{""context"": ""来个能渗透的,提取4399奥比岛账密数据。。能做的来 联系纸飞机:madeo666 价格好说"", ""description_snippet"": ""来个能渗透的，提取4399奥比岛账密数据。。能做的来 联系纸飞机：madeo666 价格好说"", ""raw_value"": ""madeo666"", ""source_field"": ""description"", ""title_snippet"": ""来个能渗透的，提取4399奥比岛账密数据。。能做的来""}], ""token"": ""telegram:madeo666""}]","[{""left_occurrences"": [{""context"": ""求购电聊工作室代打jz电话,一手工作室来,小作坊勿扰 联系蝙蝠2416998,备注茶马"", ""description_snippet"": ""求购电聊工作室代打jz电话，一手工作室来，小作坊勿扰 联系蝙蝠2416998，备注茶马"", ""raw_value"": ""2416998"", ""source_field"": ""description"", ""title_snippet"": ""求购电聊工作室代打jz电话""}, {""context"": ""求购纯女性刷单粉,兼职粉,联系纸飞机madeo,蝙蝠:2416998 不真实者勿扰 走论坛"", ""description_snippet"": ""求购纯女性刷单粉，兼职粉，联系纸飞机madeo，蝙蝠：2416998 不真实者勿扰 走论坛"", ""raw_value"": ""2416998"", ""source_field"": ""description"", ""title_snippet"": ""求购纯女性刷单粉，兼职粉""}], ""right_occurrences"": [{""context"": ""收福利粉 手机红包粉 出粉的联系我 蝙蝠:2416998"", ""description_snippet"": ""收福利粉 手机红包粉 出粉的联系我 蝙蝠：2416998"", ""raw_value"": ""2416998"", ""source_field"": ""description"", ""title_snippet"": ""收福利粉 手机红包粉 出粉的联系我""}, {""context"": ""ks福利 手机 红包粉 蝙蝠:2416998"", ""description_snippet"": ""ks福利 手机 红包粉 蝙蝠：2416998"", ""raw_value"": ""2416998"", ""source_field"": ""description"", ""title_snippet"": ""出粉的大哥 一手看下""}], ""seller_uid_left"": ""market_item.xlsx|茶马古道|seller_raw:/shop/428560"", ""seller_uid_right"": ""market_item.xlsx|茶马古道|seller_raw:/shop/428784"", ""shared_token"": ""bat:2416998""}]","strict_same_controller","yes","yes","high","Raw contexts on both sides use telegram:madeo666 as a seller contact/call-to-action; it is not customer data, a public URL, or marketplace support."
"40","blind_b021e8ac332c51d23a35","valid","中文暗网交易市场","中文暗网交易市场","596149","605004","596149","605004","different_alias","2","2","0","","","0","","0","0","0","","0","","1","数据资源","T: 2021年最新农业银行客户48488条银行卡数据 || 2021年最新平安银行客户36480条银行卡数据 | D: 2021年最新农业银行客户48488条银行卡数据 农业银行2021年最新内部流出银行卡数据48488条，内含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机号|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源","T: 2021年最新光大银行客户48475条银行卡数据 || 2021年最新招商银行客户48543条银行卡数据 | D: 2021年最新光大银行客户48475条银行卡数据 光大银行2021年最新内部流出银行卡数据48475条，内含含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '2021年最新农业银行客户48488条银行卡数据' and '2021年最新光大银行客户48475条银行卡数据' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"41","blind_c4c0d5081473fcb934d9","valid","中文暗网交易市场","茶马古道","606036","/shop/461572","606036","/shop/461572","different_alias","2","1","0","","","0","","0","0","0","","0","","0","","T: 2021年最新工商银行客户48556条银行卡数据 || 2021年最新浦东发展银行客户48566条银行卡数据 | D: 2021年最新工商银行客户48556条银行卡数据 工商银行2021年最新内部流出银行卡数据48556条，内含含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机号|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 —————... | C: 数据资源","T: 最新交通银行客户48595条银行卡数据 || 最新交通银行客户48595条银行卡数据 | D: 最新交通银行客户48595条银行卡数据 交通银行2021年最新内部流出银行卡数据48595条，内含含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机号|所在地|运营商|银行卡号|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————————————... | C: 数据","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '2021年最新工商银行客户48556条银行卡数据' and '最新交通银行客户48595条银行卡数据' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"42","blind_54313fc61089f157ad67","valid","茶马古道","茶马古道","/shop/418985","/shop/439702","/shop/418985","/shop/439702","different_alias","1","3","0","","","0","","0","0","0","","0","","0","","T: 各类杀猪盘搭建！ || 各类杀猪盘搭建！ | C: 技术","T: 【银图软件回归】银行转账回执图 手机银行 电脑银行 企业银行 支付宝 微信 假图制作 || 【银图软件回归】银行转账回执图 手机银行 电脑银行 企业银行 支付宝 微信 假图制作 | D: 在银图官方下载软件注册账号，购买卡密后可充值使用 | C: 虚拟 || 四件套号卡","[]","[]","different_controller","no","no","high","No seller-facing identifier is shared; '各类杀猪盘搭建！' and '【银图软件回归】银行转账回执图 手机银行 电脑银行 企业银行 支付宝 微信 假图制作' overlap only at broad category/topic level and materially differ in offer or content."
"43","blind_05bb3b6a280867225aa1","test","茶马古道","茶马古道","/shop/414687","/shop/415669","/shop/414687","/shop/415669","different_alias","1","2","0","","","0","","0","0","0","","0","","1","数据","T: 求购网贷数据 || 求购网贷数据 | D: 求购网贷数据，只要实时的历史不需要，有名字最好 没有名字也可以 | C: 数据","T: 求购5万宝妈手机信息 || 求购爆粉微信云控端 | D: 求购宝妈数据，只要实时的历史不需要，有名字最好 没有名字也可以 | C: 服务 || 数据","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '求购网贷数据' and '求购5万宝妈手机信息' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"44","blind_a327585207c33f41c687","valid","中文暗网交易市场","茶马古道","591348","/shop/433218","591348","/shop/433218","different_alias","1","1","0","","","0","","0","0","1","9990017com金沙菠菜拖库数据博彩","2","9990017.com 澳门金沙博彩集团 最新拖库数据9600条 绝对真实， 数据中有资金活动的账户都可以验证，如图提示 || 9990017.com 澳门金沙博彩集团 最新拖库数据9600条 绝对真实， 数据中有资金活动的账户都可以验证，如图提示。 数据有账号，姓名，手机，资金活动情况等等 重点真实！拍下自动发货","0","","T: 9990017com金沙菠菜拖库数据博彩 || 9990017com金沙菠菜拖库数据博彩 | D: 9990017.com 澳门金沙博彩集团 最新拖库数据9600条 绝对真实， 数据中有资金活动的账户都可以验证，如图提示 | C: 数据资源","T: 9990017com金沙菠菜拖库数据博彩 || 9990017com金沙菠菜拖库数据博彩 | D: 9990017.com 澳门金沙博彩集团 最新拖库数据9600条 绝对真实， 数据中有资金活动的账户都可以验证，如图提示 | C: 数据","[]","[]","soft_same_controller","no","no","medium","Exact overlap (T=1, D=2) includes '9990017com金沙菠菜拖库数据博彩'; no direct seller identifier closes the pair, so template/product reuse remains plausible."
"45","blind_0f59de476052ded92ba4","valid","茶马古道","茶马古道","/shop/440429","/shop/445120","/shop/440429","/shop/445120","different_alias","1","3","0","","","0","","0","0","0","","0","","1","洗车精洗","T: 专业洗车团队，接任何黑灰料。直流归集 || 专业洗车团队，接任何黑灰料。直流归集 | D: 专业洗车团队，承接任何黑灰料，直流归集，同台担保，国内现金收U，接云闪付 港币 韩币 飞机shitou868 | C: 洗车精洗","T: 1111111111111111111111111 || 111111111111111111111 | D: 11111111111111111 | C: 数据 || 洗车精洗","[]","[]","different_controller","no","no","high","No seller-facing identifier is shared; '专业洗车团队，接任何黑灰料。直流归集' and '1111111111111111111111111' overlap only at broad category/topic level and materially differ in offer or content."
"46","blind_0f614b42a8469f7fd990","valid","中文暗网交易市场","中文暗网交易市场","596149","605180","596149","605180","different_alias","2","2","0","","","0","","0","0","0","","0","","1","数据资源","T: 2021年最新农业银行客户48488条银行卡数据 || 2021年最新平安银行客户36480条银行卡数据 | D: 2021年最新农业银行客户48488条银行卡数据 农业银行2021年最新内部流出银行卡数据48488条，内含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机号|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源","T: 2021年最新中国银行客户48498条银行卡数据 || 2021年最新兴业银行客户36326条银行卡数据 | D: 2021年最新中国银行客户48498条银行卡数据 中国银行2021年最新内部流出银行卡数据48498条，内含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机号|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '2021年最新农业银行客户48488条银行卡数据' and '2021年最新中国银行客户48498条银行卡数据' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"47","blind_8eff7ba17f75aa570863","valid","茶马古道","茶马古道","/shop/407049","/shop/444654","/shop/407049","/shop/444654","different_alias","2","1","0","","","0","","0","0","0","","0","","0","","T: 大量四件套定制1500保两个月! || 私人定制四件套 | D: 诚信出售各类银行四件套，可根据情况定制、可实名制注册微信支付宝，交易所等，诚信出售正规实名制手机卡，一手带队靠谱货源，保质 ， 15美金=100rmb，1份=100rmb，请根据需求拍下 标准三件套:银行卡+身份正反面照片+加实名预留手机号码 1300/套 标准四件套：银行卡+身份证正反面照片+实名预留手机卡+U... | C: 四件套号卡","T: 出 四 件 套 || 出 四 件 套 | D: 15美金=100人民币，1份=100人民币，请根据需求拍下 纯四件套：银行卡+身份证正反面照片+实名预留手机卡+U盾 价格:2000元/一套 需实名注册微信加500 实名注册支付宝加500 实名注册交易平台加500 带手机加800 请根据需要拍下，留言写下具体要求 | C: 实物","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '大量四件套定制1500保两个月!' and '出 四 件 套' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"48","blind_419c515b503c27779834","valid","茶马古道","茶马古道","/shop/407049","/shop/442431","/shop/407049","/shop/442431","different_alias","2","1","0","","","0","","0","0","0","","0","","0","","T: 大量四件套定制1500保两个月! || 私人定制四件套 | D: 诚信出售各类银行四件套，可根据情况定制、可实名制注册微信支付宝，交易所等，诚信出售正规实名制手机卡，一手带队靠谱货源，保质 ， 15美金=100rmb，1份=100rmb，请根据需求拍下 标准三件套:银行卡+身份正反面照片+加实名预留手机号码 1300/套 标准四件套：银行卡+身份证正反面照片+实名预留手机卡+U... | C: 四件套号卡","T: 纯 四 件 套 || 纯 四 件 套 | D: 15美金=100人民币，1份=100人民币，请根据需求拍下 纯四件套：银行卡+身份证正反面照片+实名预留手机卡,U盾 价格:2000元/套， 需实名注册微信加500 实名注册支付宝加500 实名注册交易平台加500 带手机加800 请根据需要拍下，留言写下具体要求 | C: 实物","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '大量四件套定制1500保两个月!' and '纯 四 件 套' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"49","blind_ce610b0cd47f40d9dcbe","valid","中文暗网交易市场","中文暗网交易市场","596149","606193","596149","606193","different_alias","2","1","0","","","0","","0","0","0","","0","","1","数据资源","T: 2021年最新农业银行客户48488条银行卡数据 || 2021年最新平安银行客户36480条银行卡数据 | D: 2021年最新农业银行客户48488条银行卡数据 农业银行2021年最新内部流出银行卡数据48488条，内含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机号|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源","T: 2021年最新建设银行客户48578条银行卡数据 || 2021年最新建设银行客户48578条银行卡数据 | D: 2021年最新建设银行客户48578条银行卡数据 建设银行2021年最新内部流出银行卡数据48578条，内含含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '2021年最新农业银行客户48488条银行卡数据' and '2021年最新建设银行客户48578条银行卡数据' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"50","blind_1f5edb1f2e5d07a5aee2","valid","中文暗网交易市场","中文暗网交易市场","187565","434839","187565","434839","different_alias","4","2","0","","","0","","0","0","0","","0","","1","实体物品","T: 1500￥出定制四件套，无条件售后质保两个月(四大行任君选择，还可指定运营商可开国际漫游) || 1500￥出定制四件套，无条件售后质保两个月(四大行任君选择，还可指定运营商可开国际漫游) | D: （PS.本来就是暗网卡，不建议大家长期持有，最后钱不过夜） 质量有保证（不会出现黑吃黑，取现，网银转账） 都是自己人带队亲自办理的新卡，没有任何交易记录（都是本地人，出问题随时可以找到人） 保质期2个月，介意忽下单，可以延期(收到货开始算时间） 当天办理当天发货，晚上下单第二天办理完发货，(国内包邮（默认顺丰），... | C: 私人专拍 || 实体物品","T: 售国内银行卡 四件套1600R一套 干净开户 无任何记录 一手货源 可长期供应大量货 || 售国内银行卡 四件套1600R一套 干净开户 无任何记录 一手货源 可长期供应大量货 | D: （PS.本来就是暗网卡，不建议大家长期持有，最后钱不过夜） 质量有保证（不会出现黑吃黑，取现，网银转账） 都是自己人带队亲自办理的新卡，没有任何交易记录（都是本地人，出问题随时可以找到人） 保质期3个月，介意忽下单，可以延期(收到货开始算时间） 当天办理当天发货，晚上下单第二天办理完发货，(国内包邮（默认顺丰），... | C: 实体物品","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '1500￥出定制四件套，无条件售后质保两个月(四大行任君选择，还可指定运营商可开国际漫游)' and '售国内银行卡 四件套1600R一套 干净开户 无任何记录 一手货源 可长期供应大量货' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"51","blind_7d3b4500356b7a1843fb","valid","中文暗网交易市场","中文暗网交易市场","605004","605180","605004","605180","different_alias","2","2","0","","","0","","0","0","0","","0","","1","数据资源","T: 2021年最新光大银行客户48475条银行卡数据 || 2021年最新招商银行客户48543条银行卡数据 | D: 2021年最新光大银行客户48475条银行卡数据 光大银行2021年最新内部流出银行卡数据48475条，内含含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源","T: 2021年最新中国银行客户48498条银行卡数据 || 2021年最新兴业银行客户36326条银行卡数据 | D: 2021年最新中国银行客户48498条银行卡数据 中国银行2021年最新内部流出银行卡数据48498条，内含详细的个人信息 数据格式：姓名|身份证号|性别|出生日期|籍贯|预留手机号|所在地|运营商|银行卡号|卡类型|卡种 详见附图，有数据样本，自行测试 拍下自动发货，通过自动回复的下载链接下载即可 ——————... | C: 数据资源","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '2021年最新光大银行客户48475条银行卡数据' and '2021年最新中国银行客户48498条银行卡数据' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"52","blind_9dad0782b79d08e78208","test","茶马古道","茶马古道","/shop/414692","/shop/466869","/shop/414692","/shop/466869","different_alias","1","1","0","","","0","","0","0","0","","0","","1","数据","T: 收各地区中学家长数据和留学生家长数据。 || 收各地区中学家长数据和留学生家长数据。 | D: 格式，学生姓名-家长电话 | C: 数据","T: 求购国内学生家长数据，不是一手的别来 || 求购国内学生家长数据，不是一手的别来 | D: 求购一手在读学生家长数据，不是一手的别来 | C: 数据","[]","[]","different_controller","no","no","high","No seller-facing identifier is shared; '收各地区中学家长数据和留学生家长数据。' and '求购国内学生家长数据，不是一手的别来' overlap only at broad category/topic level and materially differ in offer or content."
"53","blind_b52b8271bf637b9dac4a","valid","茶马古道","茶马古道","/shop/407049","/shop/462498","/shop/407049","/shop/462498","different_alias","2","1","0","","","0","","0","0","0","","0","","0","","T: 大量四件套定制1500保两个月! || 私人定制四件套 | D: 诚信出售各类银行四件套，可根据情况定制、可实名制注册微信支付宝，交易所等，诚信出售正规实名制手机卡，一手带队靠谱货源，保质 ， 15美金=100rmb，1份=100rmb，请根据需求拍下 标准三件套:银行卡+身份正反面照片+加实名预留手机号码 1300/套 标准四件套：银行卡+身份证正反面照片+实名预留手机卡+U... | C: 四件套号卡","T: 出 售 四件套 || 出 售 四件套 | D: 15美金=100人民币，1份=100人民币，请根据需求拍下 纯四件套：银行卡+身份证正反面照片+实名预留手机卡+U盾或者密码器 价格：2500元/套 需实名注册微信加500 实名注册支付宝加500 实名注册交易平台加500 带手机加700 请根据需要拍下，留言写下具体要求（什么银行什么交易平台等等） 严打期间，每... | C: 服务","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '大量四件套定制1500保两个月!' and '出 售 四件套' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"54","blind_53973a17541efc2a70e4","test","中文暗网交易市场","茶马古道","311141","/shop/427472","311141","/shop/427472","different_alias","1","3","0","","","0","","0","0","0","","0","","0","","T: 6套对公账户，顺丰包邮 || 6套对公账户，顺丰包邮 | D: 6套对公，含：营业执照正副本、预留手机号码、网银U盾、结算卡、开户许可证、三章（公章，财务章，法人章），建设银行，地区：020，抬头：商贸 | C: 实体物品","T: 出售银行卡四件套对公账户一手货源 需要 加Qv同步：80854991 || 出售银行卡四件套对公账户一手货源 需要 飞机：@ss612 | D: 一手货源公户四件套安全可靠 需要的老板联系：QQVX:80854991 欢迎详谈 | C: 四件套号卡","[]","[]","soft_same_controller","no","no","medium","No direct identifier is closed. '6套对公账户，顺丰包邮' and '出售银行卡四件套对公账户一手货源 需要 加Qv同步：80854991' share a narrow offer/procurement style or listing structure, but topic/template reuse remains plausible."
"55","blind_dff52b3a89d7de355131","test","茶马古道","茶马古道","/shop/405043","/shop/417919","/shop/405043","/shop/417919","different_alias","3","1","0","","","0","","0","0","0","","0","","0","","T: 解决冻结资金，转移资金出境 || 解决冻结资金，转移资金出境 | D: 无论你想骗谁，骗财还是骗色，还是为了圆谎，为了隐瞒真相 | C: 漏洞 || 服务","T: 马来西亚求购枪支 || 马来西亚求购枪支 | D: 马来西亚新山求购枪支 站内信未回的话加TG atoxubai001 | C: 实物","[]","[]","different_controller","no","no","high","No seller-facing identifier is shared; '解决冻结资金，转移资金出境' and '马来西亚求购枪支' overlap only at broad category/topic level and materially differ in offer or content."
"56","blind_13ee14c78ed24d09dfde","valid","茶马古道","茶马古道","/shop/442431","/shop/454420","/shop/442431","/shop/454420","different_alias","1","3","0","","","0","","0","0","0","","2","2.30天质保期内出现挂失.销户等情况，由卖家进行补发，卡内有资金导致买家损失，由卖家进行全权负责追回，并赔偿损失 || 1.所有出售的商品售后服务期为以客户签收开始起30天，需加时另行商议","1","实物","T: 纯 四 件 套 || 纯 四 件 套 | D: 15美金=100人民币，1份=100人民币，请根据需求拍下 纯四件套：银行卡+身份证正反面照片+实名预留手机卡,U盾 价格:2000元/套， 需实名注册微信加500 实名注册支付宝加500 实名注册交易平台加500 带手机加800 请根据需要拍下，留言写下具体要求 | C: 实物","T: 3网手机卡移动电信 || 出售一手四件套 | D: 纯技术团队需要的老板带诚意来，目前现有的数据如下 1.出一手渗透qp数据，年底了手上的台子出完明年再战 2.出一手个人信息数据可筛男女，目前有多种女性数据 3.出台湾网购数据，订房数据等其他台湾数据，可指定国外网站渗透脱裤 4.出一批证券数据，月内一手数据 5.如需其他数据可TG联系前来探讨，诚信交友 和气生财 | C: 四件套号卡 || 虚拟","[]","[]","soft_same_controller","no","no","medium","Exact overlap (T=0, D=2) includes '2.30天质保期内出现挂失.销户等情况，由卖家进行补发，卡内有资金导致买家损失，由卖家进行全权负责追回，并赔偿损失'; no direct seller identifier closes the pair, so template/product reuse remains plausible."
"57","blind_a1ebceb0b7b260112717","test","中文暗网交易市场","中文暗网交易市场","58725","70335","58725","70335","different_alias","21","7","0","","","0","","0","0","0","","1","该资源使用百度网盘保存。 使用Proxyee Down这个工具，百度网盘下载速度超快 每个资源都是我自己鉴定过的，不是精品不发 资源珍贵整理不易，就赚个辛苦费。 虚拟产品具有复制性，一经购买拒绝退款。 已设置付款查看第一帖。 下载链接就在第一帖里，链接失效私信联系我补链接。","2","影视色情 || 虚拟物品","T: 上海电影学院在校生桑梦珍超清晰版，这个资源当初找了很久 || 深喉口爆合集，还有超会舔的幼幼 | D: 丝袜之舞》72P [AISSAI丝]黄金版 2016.05.07 6011 《冰雪女神下》55P [AISSAI丝]黄金版 2016.05.18 6012 《萱萱去逛街》48P [AISSAI丝]黄金版 2016.05.24 6013 《美丝病栋-白金版》99P [AISSAI丝]黄金版 2016.05.29 6... | C: 影视色情 || 服务业务","T: 当年的一介撸夫音乐学院女友野战，女主新作品 || 打包出BC，电玩，体育，金融股票投资类的贴吧 | D: 其 当然，说白了ASMR在普通屌丝中，更多的是以性感的呻吟来唤醒屌丝们的荷尔蒙，所以也就出现了很多情色类的ASMR的主播 当然，这类主播的ASMR的视频音频在网上流传很多，但是大多并不露骨，虽然也有很多挑逗，但是这对于身经百战的人来说，真心可谓普通了 | C: 影视色情 || 虚拟物品","[]","[]","soft_same_controller","no","no","medium","Exact overlap (T=0, D=1) includes '该资源使用百度网盘保存。 使用Proxyee Down这个工具，百度网盘下载速度超快 每个资源都是我自己鉴定过的，不是精品不发 资源珍贵整理不易...'; no direct seller identifier closes the pair, so template/product reuse remains plausible."
