"path","type","reason","bytes","last_write_time"
"reports\step7_core_zero_shot_default_no_style_gap_predictions.zh_target_strict_test.csv","file","current/provenance file retained","24704","2026-04-22T19:45:11"
"reports\step7_core_zero_shot_default_predictions.en_eval.csv","file","current/provenance file retained","43238","2026-04-22T19:45:12"
"reports\step7_core_zero_shot_default_predictions.zh_target_strict_test.csv","file","current/provenance file retained","23330","2026-04-22T19:45:13"
"reports\step7_core_zero_shot_default_raw_style_gap_control_model.txt","file","current/provenance file retained","118878","2026-04-22T19:45:13"
"reports\step7_core_zero_shot_default_raw_style_gap_control_predictions.en_eval.csv","file","current/provenance file retained","47538","2026-04-22T19:45:14"
"reports\step7_core_zero_shot_default_raw_style_gap_control_predictions.zh_target_strict_test.csv","file","current/provenance file retained","25657","2026-04-22T19:45:15"
"reports\step7_core_zero_shot_default_reranker_only_model.txt","file","current/provenance file retained","111868","2026-04-22T19:45:15"
"reports\step7_core_zero_shot_default_reranker_only_predictions.en_eval.csv","file","current/provenance file retained","45983","2026-04-22T19:45:16"
"reports\step7_core_zero_shot_default_reranker_only_predictions.zh_target_strict_test.csv","file","current/provenance file retained","24802","2026-04-22T19:45:16"
"reports\step7_core_zero_shot_labse_model.txt","file","current/provenance file retained","102790","2026-04-22T19:45:17"
"reports\step7_core_zero_shot_labse_plus_gte_reranker_model.txt","file","current/provenance file retained","68153","2026-04-22T19:45:18"
"reports\step7_core_zero_shot_labse_plus_gte_reranker_predictions.en_eval.csv","file","current/provenance file retained","46370","2026-04-22T19:45:18"
"reports\step7_core_zero_shot_labse_plus_gte_reranker_predictions.zh_target_strict_test.csv","file","current/provenance file retained","25025","2026-04-22T19:45:19"
"reports\step7_core_zero_shot_labse_predictions.en_eval.csv","file","current/provenance file retained","42846","2026-04-22T19:45:19"
"reports\step7_core_zero_shot_labse_predictions.zh_target_strict_test.csv","file","current/provenance file retained","23105","2026-04-22T19:45:20"
"reports\step7_core_zero_shot_multilingual_e5_large_model.txt","file","current/provenance file retained","107448","2026-04-22T19:45:21"
"reports\step7_core_zero_shot_multilingual_e5_large_plus_gte_reranker_model.txt","file","current/provenance file retained","89334","2026-04-22T19:45:21"
"reports\step7_core_zero_shot_multilingual_e5_large_plus_gte_reranker_predictions.en_eval.csv","file","current/provenance file retained","49505","2026-04-22T19:45:22"
"reports\step7_core_zero_shot_multilingual_e5_large_plus_gte_reranker_predictions.zh_target_strict_test.csv","file","current/provenance file retained","26712","2026-04-22T19:45:22"
"reports\step7_core_zero_shot_multilingual_e5_large_predictions.en_eval.csv","file","current/provenance file retained","45976","2026-04-22T19:45:23"
"reports\step7_core_zero_shot_multilingual_e5_large_predictions.zh_target_strict_test.csv","file","current/provenance file retained","24810","2026-04-22T19:45:24"
"reports\step7_core_zero_shot_paraphrase_multilingual_mpnet_model.txt","file","current/provenance file retained","123267","2026-04-22T19:45:24"
"reports\step7_core_zero_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_model.txt","file","current/provenance file retained","76945","2026-04-22T19:45:25"
"reports\step7_core_zero_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_predictions.en_eval.csv","file","current/provenance file retained","51081","2026-04-22T19:45:26"
"reports\step7_core_zero_shot_paraphrase_multilingual_mpnet_plus_gte_reranker_predictions.zh_target_strict_test.csv","file","current/provenance file retained","27561","2026-04-22T19:45:26"
"reports\step7_core_zero_shot_paraphrase_multilingual_mpnet_predictions.en_eval.csv","file","current/provenance file retained","47544","2026-04-22T19:45:27"
"reports\step7_core_zero_shot_paraphrase_multilingual_mpnet_predictions.zh_target_strict_test.csv","file","current/provenance file retained","25662","2026-04-22T19:45:27"
"reports\step7_en_only_ablation_default_model.txt","file","current/provenance file retained","87961","2026-04-22T19:46:15"
"reports\step7_en_only_ablation_default_predictions.en_eval.csv","file","current/provenance file retained","43635","2026-04-22T19:46:15"
"reports\step7_identifier_augmented_default_model.txt","file","current/provenance file retained","60845","2026-04-22T19:46:16"
"reports\step7_identifier_augmented_default_predictions.en_eval.csv","file","current/provenance file retained","44406","2026-04-22T19:46:17"
"reports\step7_identifier_augmented_default_predictions.zh_target_strict_test.csv","file","current/provenance file retained","23967","2026-04-22T19:46:17"
"reports\step7_model_download_summary.json","file","current/provenance file retained","1646","2026-04-22T19:46:18"
"reports\step7_pair_features.en_content_train_pool.csv","file","current/provenance file retained","4196117","2026-04-22T19:46:23"
"reports\step7_pair_features.zh_target_aux.csv","file","current/provenance file retained","333484","2026-04-22T19:46:23"
"reports\step7_pair_features.zh_target_strict.csv","file","current/provenance file retained","2411409","2026-04-22T19:46:25"
"reports\step7_semantic_feature_summary.json","file","current/provenance file retained","6700","2026-04-22T19:46:25"
"reports\step7_training_summary.json","file","current/provenance file retained","178151","2026-04-22T19:46:26"
"reports\step9_calibration_core_calibrated_bge_m3_artifact.json","file","current/provenance file retained","552","2026-04-22T21:15:55"
"reports\step9_calibration_core_calibrated_default_artifact.json","file","current/provenance file retained","556","2026-04-22T21:15:58"
"reports\step9_calibration_identifier_augmented_calibrated_default_artifact.json","file","current/provenance file retained","567","2026-04-22T21:16:02"
"reports\step9_calibration_summary.json","file","current/provenance file retained","42316","2026-04-22T21:16:05"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:16:05"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:16:09"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3487","2026-04-22T21:16:14"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3483","2026-04-22T21:16:18"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3483","2026-04-22T21:16:22"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3483","2026-04-22T21:16:27"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3476","2026-04-22T21:16:31"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3476","2026-04-22T21:16:35"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3476","2026-04-22T21:16:39"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3482","2026-04-22T21:16:44"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3482","2026-04-22T21:16:48"
"reports\step9_core_few_shot_bge_m3_embedding_only_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3482","2026-04-22T21:16:52"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3534","2026-04-22T21:16:56"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3534","2026-04-22T21:17:01"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3534","2026-04-22T21:17:05"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3527","2026-04-22T21:17:09"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3523","2026-04-22T21:17:14"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3527","2026-04-22T21:17:18"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3525","2026-04-22T21:17:22"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3525","2026-04-22T21:17:26"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3525","2026-04-22T21:17:31"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3523","2026-04-22T21:17:35"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3523","2026-04-22T21:17:39"
"reports\step9_core_few_shot_bge_m3_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3523","2026-04-22T21:17:43"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3339","2026-04-22T21:17:48"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3339","2026-04-22T21:17:52"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3339","2026-04-22T21:17:56"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3346","2026-04-22T21:18:00"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3344","2026-04-22T21:18:05"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3346","2026-04-22T21:18:09"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3334","2026-04-22T21:18:13"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3334","2026-04-22T21:18:17"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3334","2026-04-22T21:18:22"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3334","2026-04-22T21:18:26"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3334","2026-04-22T21:18:30"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3334","2026-04-22T21:18:34"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3375","2026-04-22T21:18:39"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3375","2026-04-22T21:18:43"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3375","2026-04-22T21:18:47"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3368","2026-04-22T21:18:52"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3376","2026-04-22T21:18:56"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3368","2026-04-22T21:19:00"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3366","2026-04-22T21:19:04"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3366","2026-04-22T21:19:09"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3366","2026-04-22T21:19:13"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3372","2026-04-22T21:19:17"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3372","2026-04-22T21:19:21"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3372","2026-04-22T21:19:26"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260320_model.txt","file","current/provenance file retained","97467","2026-04-22T21:19:30"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260321_model.txt","file","current/provenance file retained","96884","2026-04-22T21:19:34"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260322_model.txt","file","current/provenance file retained","94423","2026-04-22T21:19:39"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260320_model.txt","file","current/provenance file retained","119702","2026-04-22T21:19:43"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260321_model.txt","file","current/provenance file retained","104526","2026-04-22T21:19:47"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260322_model.txt","file","current/provenance file retained","114782","2026-04-22T21:19:51"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260320_model.txt","file","current/provenance file retained","113121","2026-04-22T21:19:56"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260321_model.txt","file","current/provenance file retained","118763","2026-04-22T21:20:00"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260322_model.txt","file","current/provenance file retained","124331","2026-04-22T21:20:04"
"reports\step9_core_few_shot_bge_m3_ratio_50pct_seed_20260320_model.txt","file","current/provenance file retained","96291","2026-04-22T21:20:08"
"reports\step9_core_few_shot_bge_m3_ratio_50pct_seed_20260321_model.txt","file","current/provenance file retained","89586","2026-04-22T21:20:13"
"reports\step9_core_few_shot_bge_m3_ratio_50pct_seed_20260322_model.txt","file","current/provenance file retained","97249","2026-04-22T21:20:17"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3567","2026-04-22T21:20:21"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3567","2026-04-22T21:20:25"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3567","2026-04-22T21:20:30"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3558","2026-04-22T21:20:34"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3555","2026-04-22T21:20:38"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3558","2026-04-22T21:20:42"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3551","2026-04-22T21:20:47"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3551","2026-04-22T21:20:51"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3551","2026-04-22T21:20:55"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_50pct_seed_20260320_artifact.json","file","current/provenance file retained","3562","2026-04-22T21:21:00"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_50pct_seed_20260321_artifact.json","file","current/provenance file retained","3562","2026-04-22T21:21:04"
"reports\step9_core_few_shot_bge_m3_residual_lr_ratio_50pct_seed_20260322_artifact.json","file","current/provenance file retained","3562","2026-04-22T21:21:08"
"reports\step9_core_few_shot_default_lr_l2_ratio_100pct_seed_20260320_artifact.json","file","current/provenance file retained","3547","2026-04-22T21:21:12"
"reports\step9_core_few_shot_default_lr_l2_ratio_100pct_seed_20260321_artifact.json","file","current/provenance file retained","3547","2026-04-22T21:21:17"
"reports\step9_core_few_shot_default_lr_l2_ratio_100pct_seed_20260322_artifact.json","file","current/provenance file retained","3547","2026-04-22T21:21:21"
"reports\step9_core_few_shot_default_lr_l2_ratio_10pct_seed_20260320_artifact.json","file","current/provenance file retained","3557","2026-04-22T21:21:25"
"reports\step9_core_few_shot_default_lr_l2_ratio_10pct_seed_20260321_artifact.json","file","current/provenance file retained","3557","2026-04-22T21:21:29"
"reports\step9_core_few_shot_default_lr_l2_ratio_10pct_seed_20260322_artifact.json","file","current/provenance file retained","3557","2026-04-22T21:21:34"
"reports\step9_core_few_shot_default_lr_l2_ratio_20pct_seed_20260320_artifact.json","file","current/provenance file retained","3557","2026-04-22T21:21:38"
"reports\step9_core_few_shot_default_lr_l2_ratio_20pct_seed_20260321_artifact.json","file","current/provenance file retained","3557","2026-04-22T21:21:42"
"reports\step9_core_few_shot_default_lr_l2_ratio_20pct_seed_20260322_artifact.json","file","current/provenance file retained","3557","2026-04-22T21:21:46"
