comparison_role,model_a,model_b,metric,observed_a,observed_b,observed_diff_a_minus_b,diff_bootstrap_mean,diff_ci_lower,diff_ci_upper,bootstrap_sign_p_two_sided,valid_resamples,supports_positive_difference
step9_mixup100_vs_non_mixup100_same_ratio,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,step9_e5_lr_l2_100pct_seed_mean,average_precision,0.557633,0.556429,0.001205,0.000658,-0.049545,0.053483,0.986000,5000,no
step9_mixup100_vs_non_mixup100_same_ratio,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,step9_e5_lr_l2_100pct_seed_mean,pr_auc,0.557633,0.556429,0.001205,0.000658,-0.049545,0.053483,0.986000,5000,no
step9_mixup100_vs_non_mixup100_same_ratio,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,step9_e5_lr_l2_100pct_seed_mean,map,0.557633,0.556429,0.001205,0.000658,-0.049545,0.053483,0.986000,5000,no
step9_mixup100_vs_non_mixup100_same_ratio,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,step9_e5_lr_l2_100pct_seed_mean,mrr,1.000000,1.000000,0.000000,-0.000683,0.000000,0.000000,1.000000,5000,no
step15_v5_public_noise_weighted_strong_vs_raw_e5,step15_v5_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,roc_auc,0.866533,0.748000,0.118533,0.117889,0.012272,0.223274,0.027600,5000,yes
step15_v5_public_noise_weighted_strong_vs_raw_e5,step15_v5_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,average_precision,0.725220,0.542839,0.182381,0.180135,0.019890,0.324430,0.030400,5000,yes
step15_v5_public_noise_weighted_strong_vs_raw_e5,step15_v5_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,pr_auc,0.725220,0.542839,0.182381,0.180135,0.019890,0.324430,0.030400,5000,yes
step15_v5_public_noise_weighted_strong_vs_raw_e5,step15_v5_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,map,0.725220,0.542839,0.182381,0.180135,0.019890,0.324430,0.030400,5000,yes
step15_v5_public_noise_weighted_strong_vs_raw_e5,step15_v5_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,mrr,1.000000,1.000000,0.000000,0.003845,0.000000,0.000000,1.000000,5000,no
step15_v5_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,roc_auc,0.866533,0.756667,0.109867,0.109553,0.032681,0.195923,0.004000,5000,yes
step15_v5_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,average_precision,0.725220,0.557633,0.167587,0.164083,0.049845,0.281401,0.006000,5000,yes
step15_v5_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,pr_auc,0.725220,0.557633,0.167587,0.164083,0.049845,0.281401,0.006000,5000,yes
step15_v5_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,map,0.725220,0.557633,0.167587,0.164083,0.049845,0.281401,0.006000,5000,yes
step15_v5_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,mrr,1.000000,1.000000,0.000000,0.000900,0.000000,0.000000,1.000000,5000,no
step15_v5_domain_balanced_public_noise_weighted_strong_vs_raw_e5,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,roc_auc,0.865333,0.748000,0.117333,0.117800,0.013792,0.228072,0.028400,5000,yes
step15_v5_domain_balanced_public_noise_weighted_strong_vs_raw_e5,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,average_precision,0.644989,0.542839,0.102150,0.105532,-0.066863,0.284338,0.241200,5000,no
step15_v5_domain_balanced_public_noise_weighted_strong_vs_raw_e5,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,pr_auc,0.644989,0.542839,0.102150,0.105532,-0.066863,0.284338,0.241200,5000,no
step15_v5_domain_balanced_public_noise_weighted_strong_vs_raw_e5,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,map,0.644989,0.542839,0.102150,0.105532,-0.066863,0.284338,0.241200,5000,no
step15_v5_domain_balanced_public_noise_weighted_strong_vs_raw_e5,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,raw_e5_cosine,mrr,1.000000,1.000000,0.000000,0.004111,0.000000,0.000000,1.000000,5000,no
step15_v5_domain_balanced_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,roc_auc,0.865333,0.756667,0.108667,0.109464,0.028089,0.193623,0.006800,5000,yes
step15_v5_domain_balanced_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,average_precision,0.644989,0.557633,0.087356,0.089480,-0.040876,0.221913,0.175600,5000,no
step15_v5_domain_balanced_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,pr_auc,0.644989,0.557633,0.087356,0.089480,-0.040876,0.221913,0.175600,5000,no
step15_v5_domain_balanced_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,map,0.644989,0.557633,0.087356,0.089480,-0.040876,0.221913,0.175600,5000,no
step15_v5_domain_balanced_public_noise_weighted_strong_vs_step9_mixup100,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,mrr,1.000000,1.000000,0.000000,0.001167,0.000000,0.000000,1.000000,5000,no
step15_v5_domain_balanced_vs_non_domain_balanced,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,roc_auc,0.865333,0.866533,-0.001200,-0.000089,-0.051335,0.047426,1.000000,5000,no
step15_v5_domain_balanced_vs_non_domain_balanced,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,average_precision,0.644989,0.725220,-0.080231,-0.074603,-0.189542,0.023211,0.147600,5000,no
step15_v5_domain_balanced_vs_non_domain_balanced,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,pr_auc,0.644989,0.725220,-0.080231,-0.074603,-0.189542,0.023211,0.147600,5000,no
step15_v5_domain_balanced_vs_non_domain_balanced,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,map,0.644989,0.725220,-0.080231,-0.074603,-0.189542,0.023211,0.147600,5000,no
step15_v5_domain_balanced_vs_non_domain_balanced,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,mrr,1.000000,1.000000,0.000000,0.000267,0.000000,0.000000,1.000000,5000,no
step15_v5r_weighted_mixup_phase4_vs_phase3,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,roc_auc,0.872667,0.879600,-0.006933,-0.006815,-0.029173,0.017235,0.545600,5000,no
step15_v5r_weighted_mixup_phase4_vs_phase3,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,average_precision,0.683587,0.716384,-0.032798,-0.030488,-0.083061,0.020161,0.244400,5000,no
step15_v5r_weighted_mixup_phase4_vs_phase3,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,pr_auc,0.683587,0.716384,-0.032798,-0.030488,-0.083061,0.020161,0.244400,5000,no
step15_v5r_weighted_mixup_phase4_vs_phase3,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,map,0.683587,0.716384,-0.032798,-0.030488,-0.083061,0.020161,0.244400,5000,no
step15_v5r_weighted_mixup_phase4_vs_phase3,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,mrr,1.000000,1.000000,0.000000,-0.000383,0.000000,0.000000,1.000000,5000,no
step15_v5r_domain_balanced_weighted_mixup_phase4_vs_phase3,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,roc_auc,0.884000,0.864000,0.020000,0.019746,-0.014730,0.054963,0.262000,5000,no
step15_v5r_domain_balanced_weighted_mixup_phase4_vs_phase3,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,average_precision,0.743946,0.677601,0.066345,0.063502,-0.005690,0.143394,0.074400,5000,no
step15_v5r_domain_balanced_weighted_mixup_phase4_vs_phase3,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,pr_auc,0.743946,0.677601,0.066345,0.063502,-0.005690,0.143394,0.074400,5000,no
step15_v5r_domain_balanced_weighted_mixup_phase4_vs_phase3,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,map,0.743946,0.677601,0.066345,0.063502,-0.005690,0.143394,0.074400,5000,no
step15_v5r_domain_balanced_weighted_mixup_phase4_vs_phase3,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase3_seed_mean,mrr,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5000,no
step15_v5r_non_domain_repair_vs_v5_legacy_mixup,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,roc_auc,0.872667,0.866533,0.006133,0.006669,-0.017804,0.034399,0.634400,5000,no
step15_v5r_non_domain_repair_vs_v5_legacy_mixup,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,average_precision,0.683587,0.725220,-0.041634,-0.037745,-0.110890,0.024442,0.260800,5000,no
step15_v5r_non_domain_repair_vs_v5_legacy_mixup,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,pr_auc,0.683587,0.725220,-0.041634,-0.037745,-0.110890,0.024442,0.260800,5000,no
step15_v5r_non_domain_repair_vs_v5_legacy_mixup,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,map,0.683587,0.725220,-0.041634,-0.037745,-0.110890,0.024442,0.260800,5000,no
step15_v5r_non_domain_repair_vs_v5_legacy_mixup,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_public_noise_weighted_strong_phase4_seed_mean,mrr,1.000000,1.000000,0.000000,-0.000117,0.000000,0.000000,1.000000,5000,no
step15_v5r_domain_repair_vs_v5_legacy_domain_balance,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,roc_auc,0.884000,0.865333,0.018667,0.018007,-0.026982,0.068492,0.470400,5000,no
step15_v5r_domain_repair_vs_v5_legacy_domain_balance,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,average_precision,0.743946,0.644989,0.098957,0.094179,-0.004565,0.208922,0.064800,5000,no
step15_v5r_domain_repair_vs_v5_legacy_domain_balance,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,pr_auc,0.743946,0.644989,0.098957,0.094179,-0.004565,0.208922,0.064800,5000,no
step15_v5r_domain_repair_vs_v5_legacy_domain_balance,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,map,0.743946,0.644989,0.098957,0.094179,-0.004565,0.208922,0.064800,5000,no
step15_v5r_domain_repair_vs_v5_legacy_domain_balance,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,mrr,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5000,no
step15_v5r_non_domain_vs_raw_e5,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,roc_auc,0.872667,0.748000,0.124667,0.124558,0.017418,0.235924,0.021200,5000,yes
step15_v5r_non_domain_vs_raw_e5,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,average_precision,0.683587,0.542839,0.140747,0.142390,-0.031294,0.312856,0.112400,5000,no
step15_v5r_non_domain_vs_raw_e5,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,pr_auc,0.683587,0.542839,0.140747,0.142390,-0.031294,0.312856,0.112400,5000,no
step15_v5r_non_domain_vs_raw_e5,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,map,0.683587,0.542839,0.140747,0.142390,-0.031294,0.312856,0.112400,5000,no
step15_v5r_non_domain_vs_raw_e5,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,mrr,1.000000,1.000000,0.000000,0.003728,0.000000,0.000000,1.000000,5000,no
step15_v5r_domain_balanced_vs_raw_e5,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,roc_auc,0.884000,0.748000,0.136000,0.135807,0.036111,0.237326,0.007200,5000,yes
step15_v5r_domain_balanced_vs_raw_e5,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,average_precision,0.743946,0.542839,0.201107,0.199711,0.051610,0.337688,0.011200,5000,yes
step15_v5r_domain_balanced_vs_raw_e5,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,pr_auc,0.743946,0.542839,0.201107,0.199711,0.051610,0.337688,0.011200,5000,yes
step15_v5r_domain_balanced_vs_raw_e5,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,map,0.743946,0.542839,0.201107,0.199711,0.051610,0.337688,0.011200,5000,yes
step15_v5r_domain_balanced_vs_raw_e5,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,raw_e5_cosine,mrr,1.000000,1.000000,0.000000,0.004111,0.000000,0.000000,1.000000,5000,no
step15_v5r_domain_balanced_vs_non_domain_balanced,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,roc_auc,0.884000,0.872667,0.011333,0.011249,-0.016297,0.038594,0.420000,5000,no
step15_v5r_domain_balanced_vs_non_domain_balanced,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,average_precision,0.743946,0.683587,0.060360,0.057321,-0.016808,0.141795,0.142400,5000,no
step15_v5r_domain_balanced_vs_non_domain_balanced,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,pr_auc,0.743946,0.683587,0.060360,0.057321,-0.016808,0.141795,0.142400,5000,no
step15_v5r_domain_balanced_vs_non_domain_balanced,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,map,0.743946,0.683587,0.060360,0.057321,-0.016808,0.141795,0.142400,5000,no
step15_v5r_domain_balanced_vs_non_domain_balanced,step15_v5r_domain_balanced_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,step15_v5r_public_noise_weighted_strong_weighted_mixup_phase4_seed_mean,mrr,1.000000,1.000000,0.000000,0.000383,0.000000,0.000000,1.000000,5000,no
