summary_file,scorer_token,output_type,threshold_token,output_path,authority
step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_clustering_summary.json,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,clusters_by_threshold,0800000,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_clustering_summary.json,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,clusters_by_threshold,0900000,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320,clusters_by_threshold,0720543,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_zh_target_strict_clusters.threshold_0720543.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321,clusters_by_threshold,0792627,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_zh_target_strict_clusters.threshold_0792627.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322,clusters_by_threshold,0720528,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_zh_target_strict_clusters.threshold_0720528.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320,clusters_by_threshold,0663659,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_zh_target_strict_clusters.threshold_0663659.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321,clusters_by_threshold,0666773,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_zh_target_strict_clusters.threshold_0666773.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322,clusters_by_threshold,0620380,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_zh_target_strict_clusters.threshold_0620380.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320,clusters_by_threshold,0560000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_zh_target_strict_clusters.threshold_0560000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321,clusters_by_threshold,0560000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_zh_target_strict_clusters.threshold_0560000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,summary,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,scored_pairs,,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,clusters_by_threshold,0560000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_zh_target_strict_clusters.threshold_0560000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,clusters_by_threshold,0800000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_zh_target_strict_clusters.threshold_0800000.csv,summary.output_paths
step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,clusters_by_threshold,0900000,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_zh_target_strict_clusters.threshold_0900000.csv,summary.output_paths
step11_core_zero_shot_bge_m3_clustering_summary.json,core_zero_shot_bge_m3,summary,,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,summary.output_paths
step11_core_zero_shot_bge_m3_clustering_summary.json,core_zero_shot_bge_m3,scored_pairs,,reports\step11_core_zero_shot_bge_m3_zh_target_strict_scored_pairs.csv,summary.output_paths
step11_core_zero_shot_bge_m3_clustering_summary.json,core_zero_shot_bge_m3,clusters_by_threshold,0483444,reports\step11_core_zero_shot_bge_m3_zh_target_strict_clusters.threshold_0483444.csv,summary.output_paths
step11_core_zero_shot_bge_m3_clustering_summary.json,core_zero_shot_bge_m3,clusters_by_threshold,0522445,reports\step11_core_zero_shot_bge_m3_zh_target_strict_clusters.threshold_0522445.csv,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,summary,,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,summary.output_paths
step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,scored_pairs,,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_zh_target_strict_scored_pairs.csv,summary.output_paths
