seller_uid,source_dataset,source_market_raw,source_seller_raw,source_seller_id_raw,alias_normalized,primary_data_bucket,seller_level_note,item_count_total,item_count_en_content_eligible,item_count_zh_target_strict,item_count_zh_target_aux,item_count_excluded_alias_overlap,item_count_excluded_pgp_overlap,item_count_excluded_contact_overlap,item_count_excluded_non_target_cjk,item_count_excluded_other
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:420TQC,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,420TQC,,420tqc,excluded,alias_overlap_with_en_gold,82,0,0,0,82,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:420TwentyFourSeven,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,420TwentyFourSeven,,420twentyfourseven,excluded,alias_overlap_with_en_gold,31,0,0,0,31,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:420connections,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,420connections,,420connections,en_content_train_pool,,1,1,0,0,0,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:420express,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,420express,,420express,excluded,alias_overlap_with_en_gold,33,0,0,0,33,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:420swe,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,420swe,,420swe,excluded,alias_overlap_with_en_gold,13,0,0,0,13,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:460braiseit,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,460braiseit,,460braiseit,excluded,alias_overlap_with_en_gold,15,0,0,0,15,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:5588,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,5588,,5588,excluded,alias_overlap_with_en_gold,114,0,0,0,114,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:5gfor50bucks,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,5gfor50bucks,,5gfor50bucks,excluded,alias_overlap_with_en_gold,9,0,0,0,9,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:5starhigh,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,5starhigh,,5starhigh,excluded,alias_overlap_with_en_gold,22,0,0,0,22,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:7,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,7,,7,en_content_train_pool,,18,18,0,0,0,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:710HookUp,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,710HookUp,,710hookup,excluded,alias_overlap_with_en_gold,45,0,0,0,45,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:710superstore,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,710superstore,,710superstore,excluded,alias_overlap_with_en_gold,23,0,0,0,23,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:83519532,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,83519532,,83519532,excluded,alias_overlap_with_en_gold,88,0,0,0,88,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:A-ZSupply,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,A-ZSupply,,a-zsupply,en_content_train_pool,,21,21,0,0,0,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:A1CRACK,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,A1CRACK,,a1crack,excluded,alias_overlap_with_en_gold,23,0,0,0,23,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:A1FBG,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,A1FBG,,a1fbg,excluded,alias_overlap_with_en_gold,5,0,0,0,5,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AGP,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AGP,,agp,excluded,alias_overlap_with_en_gold,16,0,0,0,16,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AGsalesUK,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AGsalesUK,,agsalesuk,excluded,no_eligible_items_after_cjk_filter,2,0,0,0,0,0,0,2,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AH1906,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AH1906,,ah1906,en_content_train_pool,,10,10,0,0,0,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AL-LADin,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AL-LADin,,al-ladin,excluded,alias_overlap_with_en_gold,19,0,0,0,19,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:ALL_IN_ONE,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,ALL_IN_ONE,,all_in_one,excluded,alias_overlap_with_en_gold,10,0,0,0,10,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AM123,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AM123,,am123,excluded,alias_overlap_with_en_gold,95,0,0,0,95,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AMIGOS,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AMIGOS,,amigos,excluded,alias_overlap_with_en_gold,52,0,0,0,52,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AUDrugs,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AUDrugs,,audrugs,excluded,alias_overlap_with_en_gold,17,0,0,0,17,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AUS-Domestic-Depot,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AUS-Domestic-Depot,,aus-domestic-depot,excluded,alias_overlap_with_en_gold,8,0,0,0,8,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AUSImports,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AUSImports,,ausimports,excluded,alias_overlap_with_en_gold,31,0,0,0,31,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AUS_METH_KING,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AUS_METH_KING,,aus_meth_king,excluded,alias_overlap_with_en_gold,3,0,0,0,3,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AUsTORe,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AUsTORe,,austore,excluded,alias_overlap_with_en_gold,222,0,0,0,222,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Access2,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Access2,,access2,excluded,alias_overlap_with_en_gold,34,0,0,0,34,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Ace.Of.Spades,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Ace.Of.Spades,,ace.of.spades,excluded,alias_overlap_with_en_gold,70,0,0,0,70,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AceDoc,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AceDoc,,acedoc,excluded,alias_overlap_with_en_gold,5,0,0,0,5,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Ace_Of_Spades,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Ace_Of_Spades,,ace_of_spades,excluded,alias_overlap_with_en_gold,67,0,0,0,67,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Acer007,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Acer007,,acer007,excluded,alias_overlap_with_en_gold,4,0,0,0,4,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AcidTripsandBongRips,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AcidTripsandBongRips,,acidtripsandbongrips,excluded,alias_overlap_with_en_gold,55,0,0,0,55,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:ActionDabs,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,ActionDabs,,actiondabs,excluded,alias_overlap_with_en_gold,7,0,0,0,7,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Actorian,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Actorian,,actorian,en_content_train_pool,,1,1,0,0,0,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AdderAllNighter,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AdderAllNighter,,adderallnighter,excluded,alias_overlap_with_en_gold,11,0,0,0,11,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Adderall,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Adderall,,adderall,excluded,alias_overlap_with_en_gold,67,0,0,0,67,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AdderallGirl,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AdderallGirl,,adderallgirl,excluded,alias_overlap_with_en_gold,1,0,0,0,1,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Addies,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Addies,,addies,excluded,alias_overlap_with_en_gold,6,0,0,0,6,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Addies4Days,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Addies4Days,,addies4days,excluded,alias_overlap_with_en_gold,5,0,0,0,5,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AddiesAndXans,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AddiesAndXans,,addiesandxans,excluded,alias_overlap_with_en_gold,5,0,0,0,5,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Addyshack,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Addyshack,,addyshack,excluded,alias_overlap_with_en_gold,68,0,0,0,68,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Adventure_Time!,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Adventure_Time!,,adventure_time!,excluded,alias_overlap_with_en_gold,20,0,0,0,20,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AfghanApothecary,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AfghanApothecary,,afghanapothecary,excluded,alias_overlap_with_en_gold,99,0,0,0,99,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AfriKanSun,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AfriKanSun,,afrikansun,excluded,alias_overlap_with_en_gold,68,0,0,0,68,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Agent-X,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Agent-X,,agent-x,excluded,alias_overlap_with_en_gold,84,0,0,0,84,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AgentSmith008,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AgentSmith008,,agentsmith008,excluded,alias_overlap_with_en_gold,30,0,0,0,30,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AlSwearengen,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AlSwearengen,,alswearengen,excluded,alias_overlap_with_en_gold,7,0,0,0,7,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AlbertHeijn,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AlbertHeijn,,albertheijn,excluded,alias_overlap_with_en_gold,135,0,0,0,135,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AlbertHoffman1943,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AlbertHoffman1943,,alberthoffman1943,excluded,alias_overlap_with_en_gold,42,0,0,0,42,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AlesKlar,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AlesKlar,,alesklar,excluded,alias_overlap_with_en_gold,17,0,0,0,17,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Alex-Sosa,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Alex-Sosa,,alex-sosa,excluded,alias_overlap_with_en_gold,33,0,0,0,33,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Alexandrus,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Alexandrus,,alexandrus,excluded,alias_overlap_with_en_gold,46,0,0,0,46,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AlfaOmega,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AlfaOmega,,alfaomega,excluded,alias_overlap_with_en_gold,6,0,0,0,6,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AliceInHolland,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AliceInHolland,,aliceinholland,excluded,alias_overlap_with_en_gold,14,0,0,0,14,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AllDrugs,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AllDrugs,,alldrugs,excluded,alias_overlap_with_en_gold,22,0,0,0,22,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AllDrugsUK,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AllDrugsUK,,alldrugsuk,en_content_train_pool,,11,11,0,0,0,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AlphaBuds,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AlphaBuds,,alphabuds,excluded,alias_overlap_with_en_gold,4,0,0,0,4,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AlphaOne,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AlphaOne,,alphaone,excluded,alias_overlap_with_en_gold,5,0,0,0,5,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Alpha_Male,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Alpha_Male,,alpha_male,excluded,alias_overlap_with_en_gold,15,0,0,0,15,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Alpo,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Alpo,,alpo,excluded,alias_overlap_with_en_gold,27,0,0,0,27,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Althea,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Althea,,althea,excluded,alias_overlap_with_en_gold,9,0,0,0,9,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Amazon,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Amazon,,amazon,excluded,alias_overlap_with_en_gold,26,0,0,0,26,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AmericaOnDrugs,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AmericaOnDrugs,,americaondrugs,en_content_train_pool,,5,5,0,0,0,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AmicoFriz,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AmicoFriz,,amicofriz,excluded,alias_overlap_with_en_gold,29,0,0,0,29,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AmishMafia,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AmishMafia,,amishmafia,excluded,alias_overlap_with_en_gold,13,0,0,0,13,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Amsint,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Amsint,,amsint,excluded,alias_overlap_with_en_gold,143,0,0,0,143,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Amsterdam,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Amsterdam,,amsterdam,excluded,alias_overlap_with_en_gold,40,0,0,0,40,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AmsterdamExport,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AmsterdamExport,,amsterdamexport,excluded,alias_overlap_with_en_gold,15,0,0,0,15,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AmsterdamLiquidXno1,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AmsterdamLiquidXno1,,amsterdamliquidxno1,excluded,alias_overlap_with_en_gold,23,0,0,0,23,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:AmsterdamOnline,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,AmsterdamOnline,,amsterdamonline,excluded,alias_overlap_with_en_gold,42,0,0,0,42,0,0,0,0
2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx|agora|seller_raw:Amsterdamngood,2017-12-05-philipjames11-darknetmarketplacedataagora20142015.xlsx,agora,Amsterdamngood,,amsterdamngood,excluded,alias_overlap_with_en_gold,23,0,0,0,23,0,0,0,0
