balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes,target_bucket,target_reason,target_action,suggested_label,suggested_confidence,source_step11_scorer_token,source_step11_graph_primary_threshold,source_step11_prob_positive,source_step11_score_rank_desc,source_step11_threshold_pass_bool,source_step11_graph_filter_retained_bool,embedding_cosine_bge_m3,structural_support_score_raw,profile_category_jaccard,style_gap_score,style_gap_feature_hit_count,boundary_distance_to_graph_threshold
25,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/442743||market_item.xlsx|茶马古道|seller_raw:/shop/7343,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/442743,/shop/7343,,,,数据,,0.230611,0.979421,T: 指定网站脱库@china8848 || 指定网站脱库@china8848 | D: 指定网站脱库，效率高价格低，有好项目的老板来谈----@china8848 | C: 数据,T: 求购股民，配资数据，指定网站访客获取，指定网站渗透 || 求购股民，配资数据，指定网站访客获取，指定网站渗透 | D: 求购股民，配资数据，指定网站访客获取，指定网站渗透， | C: 数据,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,197,1,1,0.868612,0.979421,1.0,1.127472,2,0.132984
26,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/423938||market_item.xlsx|茶马古道|seller_raw:/shop/455056,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/423938,/shop/455056,,,,担保私拍,,0.1826,0.887857,T: 卖闪电卖闪电 || 卖闪电卖闪电 | D: 激活后可正常使用所有功能 | C: 担保私拍,T: 2021041211：53 || 2021041211：53 | D: 私拍 勿扰 谢谢 私拍勿扰 谢谢 | C: 担保私拍,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,185,1,1,0.855192,0.887857,1.0,1.308219,2,0.132984
27,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/427474||market_item.xlsx|茶马古道|seller_raw:/shop/707,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/427474,/shop/707,,,,四件套号卡,,0.192577,0.846996,T: 出售银行卡四件套 对公账户八件套 || 全新货源 对公账户 银行卡 四件套 | D: 身份证相片 银行卡手机号码 u盾 四件套 银行卡 出售 | C: 四件套号卡,T: 专业出售银行卡四件套 || 专业出售银行卡四件套 | D: 专业出售银行卡四件套 安全可靠 | C: 四件套号卡,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,189,1,1,0.922073,0.846996,1.0,1.509513,3,0.132984
28,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/430812||market_item.xlsx|茶马古道|seller_raw:/shop/460006,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/430812,/shop/460006,,,,数据,,0.272682,0.818221,T: 求购收藏品资源 最好可持续更新 工艺美术品的电商二类电商皆可 || 求购收藏品资源 最好可持续更新 工艺美术品的电商二类电商皆可 | D: 一手的来，能长期更新的，微拍堂，东家，玩物得志，淘宝，天猫，电视购物，今日头条百度信息流广告，也可以拿站合作，公司自己消耗不对外出售，安全有保证 | C: 数据,T: 求购收藏工艺品字画瓷器数据 || 求购收藏工艺品字画瓷器数据 | D: 长期收购收藏品工艺品字画瓷器数据，长期合作 | C: 数据,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,190,1,1,0.857588,0.818221,1.0,1.708522,4,0.132984
29,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/397085||market_item.xlsx|茶马古道|seller_raw:/shop/405939,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/397085,/shop/405939,,,,虚拟,,0.186586,0.746635,T: 香港 hk 礼品卡 私信我有的哥哥 || 香港 hk 礼品卡 私信我有的哥哥 | D: 香港 hk 礼品卡 私信我有的哥哥 | C: 虚拟,T: 求购美亚美国亚马逊礼品卡 || 求购美亚美国亚马逊礼品卡 | D: 大量求购美国亚马逊美亚礼品卡，骗子勿扰 | C: 虚拟,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,171,1,1,0.866188,0.746635,1.0,1.686071,3,0.132984
30,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/427291||market_item.xlsx|茶马古道|seller_raw:/shop/458490,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/427291,/shop/458490,,,,实物,,0.173097,0.744102,T: 求购进口枪械，再次提价 || 求购进口枪械，再次提价 | D: 卖家自留电话号码，接收物流信息暗网通知我，可给50美金辛苦费，拒绝线下交流，包括TG 5、以上价格均包含运费，包装费不算，但问我要包装费收货的时候裸妆，扣钱 | C: 实物,T: 手枪求购 大陆地区 || 手枪求购 大陆地区 | D: 2、拒绝预付款、快递单流程阶段性付款 可以提供的站内信联系，其他我没有考虑到的都可以谈 | C: 实物,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,187,1,1,0.899515,0.744102,1.0,1.235922,3,0.132984
31,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/427472||market_item.xlsx|茶马古道|seller_raw:/shop/707,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/427472,/shop/707,,,,四件套号卡,,0.380675,0.738083,T: 出售银行卡四件套对公账户一手货源 需要 加Qv同步：80854991 || 出售银行卡四件套对公账户一手货源 需要 飞机：@ss612 | D: 一手货源公户四件套安全可靠 需要的老板联系：QQVX:80854991 欢迎详谈 | C: 四件套号卡,T: 专业出售银行卡四件套 || 专业出售银行卡四件套 | D: 专业出售银行卡四件套 安全可靠 | C: 四件套号卡,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,188,1,1,0.899818,0.738083,1.0,2.335235,5,0.132984
32,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/409483||market_item.xlsx|茶马古道|seller_raw:/shop/410615,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/409483,/shop/410615,,,,四件套号卡,,0.186466,0.729823,"T: 移动联通实名手机卡 30刀一张 || 移动联通实名手机卡 30刀一张 | D: 移动联通实名手机卡,大多是从大学生和工厂工人手上收来的,没有前科安心使用,话费随机20-50元 | C: 四件套号卡",T: 三网实名手机卡 || 三网实名手机卡 | D: 三网实名手机卡，需要的老板联系TG：soulyang | C: 四件套号卡,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,176,1,1,0.881297,0.729823,1.0,2.189117,5,0.132984
33,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:149940||market_item.xlsx|中文暗网交易市场|seller_raw:605912,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,中文暗网交易市场,中文暗网交易市场,149940,605912,,,,数据资源,,0.204315,0.687552,T: 2020年一季度_博彩数据_9830条_众发娱乐最新脱库带网址可验证 || 博彩数据2019-3月bc数据合集 自动发货 | D: 数据格式：账号|手机号码|电子邮箱|Q Q|IP|所在地区|返点|余额 除了电子邮箱和QQ只有少部分数据，其他字段都完整 | C: 数据资源,T: 最新脱库彩票数据34922条玩彩带网址可验证 || 最新脱库彩票数据34922条玩彩带网址可验证 | D: 最新脱库彩票数据34922条玩彩带网址可验证 外围彩票平台，玩彩，网址：http://wcai06.com，新脱库34922条 数据格式：user_id|account|password|full_name|phone|qq|reg_ip|省份|城市|运营商 数据可以通过在线验证，在首页点击“注册”，在注册页面输... | C: 数据资源,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,152,1,1,0.874345,0.687552,1.0,1.203079,1,0.132984
34,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/414692||market_item.xlsx|茶马古道|seller_raw:/shop/437655,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.692984,different_alias,true,茶马古道,茶马古道,/shop/414692,/shop/437655,,,,数据,,0.195556,0.60539,T: 收各地区中学家长数据和留学生家长数据。 || 收各地区中学家长数据和留学生家长数据。 | D: 格式，学生姓名-家长电话 | C: 数据,T: 长期收购一手高中生，大学生带家长数据，不是一手的勿扰，倒江湖的，骗子一边去，加蝙蝠4632722 || 大量收购全网高价各地初中，高中，大学家长数据，留学生，乡村干部，医院数据，加蝙蝠联系4632722 | D: 长期收购一手高中生，大学生带家长数据，不是一手的勿扰，倒江湖的，骗子一边去，加蝙蝠4632722 | C: 数据,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.692984,178,1,1,0.872216,0.60539,1.0,2.332953,4,0.132984
35,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/440693||market_item.xlsx|茶马古道|seller_raw:/shop/444329,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.691293,different_alias,true,茶马古道,茶马古道,/shop/440693,/shop/444329,,,,虚拟,,0.27399,0.527444,T: 修车-约炮-可约楼凤兼职大学生兼职白领空姐模特狼友修车性息资源叫鸡约炮APP找桑拿会所成人直播平台黄播APP || 沉淀各大行对公账户/四件套 诚信交易 | D: 修车-约炮-可约楼凤兼职大学生兼职白领空姐模特狼友修车性息资源叫鸡约炮APP找桑拿会所成人直播平台黄播APP 后期还会更新更多平台，之前买过的可以私聊我获取新增的 重点 这是免费的，市面上都是收费 主播有可能收费 量吊而行 | C: 虚拟 || 四件套号卡,T: 炮软件6款-可约楼凤兼职大学生兼职白领空姐模特狼友修车性息资源叫鸡约炮APP || ErectedCity 游戏 有PC 安卓版本 | D: 共6个平台，2款手机APP，2个网站，2个黄播APP， 后期还会更新更多平台，之前买过的可以私聊我获取新增的 手机APP和网站这些性息资源平台都是收费的 不想花钱获取资源可以发布自己知道的资源赚积分 也可以推广赚积分或者加群看看有没有狼友帮忙解锁 黄播APP看直播是免费的，如果要约主播要刷礼物主播才会给联系方式 ... | C: 虚拟 || 数据,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.691293,227,1,1,0.905689,0.527444,0.333333,0.894218,0,0.131293
36,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/433471||market_item.xlsx|茶马古道|seller_raw:/shop/442025,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.69,different_alias,true,茶马古道,茶马古道,/shop/433471,/shop/442025,,,,洗车精洗,,0.222515,0.654583,T: 专业洗钱，任何钱都接 || 专业洗钱，任何钱都接 | D: 国外通道，支持云闪付支付宝扫码 | C: 洗车精洗,T: 专业洗车只出精品只限1个 || 专业洗车只出精品只限1个 | C: 洗车精洗,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.69,229,1,1,0.891132,0.654583,1.0,1.170091,2,0.13
37,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/427472||market_item.xlsx|茶马古道|seller_raw:/shop/427474,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.688062,different_alias,true,茶马古道,茶马古道,/shop/427472,/shop/427474,,,,四件套号卡,,0.333094,0.846789,T: 出售银行卡四件套对公账户一手货源 需要 加Qv同步：80854991 || 出售银行卡四件套对公账户一手货源 需要 飞机：@ss612 | D: 一手货源公户四件套安全可靠 需要的老板联系：QQVX:80854991 欢迎详谈 | C: 四件套号卡,T: 出售银行卡四件套 对公账户八件套 || 全新货源 对公账户 银行卡 四件套 | D: 身份证相片 银行卡手机号码 u盾 四件套 银行卡 出售 | C: 四件套号卡,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.688062,239,1,1,0.948824,0.846789,1.0,1.140792,2,0.128062
38,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/396807||market_item.xlsx|茶马古道|seller_raw:/shop/421134,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.688062,different_alias,true,茶马古道,茶马古道,/shop/396807,/shop/421134,,,,数据,,0.231536,0.837038,T: 长期求购营业执照 || 长期求购营业执照 | D: 最新的，没卖过，长期求购营业执照 | C: 数据,T: 营业执照1880个（压缩包6.78G） || 营业执照1880个（压缩包6.78G） | D: 营业执照1880个，高清，大部分都带法人正反面身份证 | C: 数据,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.688062,237,1,1,0.932404,0.837038,1.0,1.886986,4,0.128062
39,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/454877||market_item.xlsx|茶马古道|seller_raw:/shop/455056,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.685797,different_alias,true,茶马古道,茶马古道,/shop/454877,/shop/455056,,,,担保私拍,,0.361037,0.805,T: 私拍 勿扰 续续续续 || 私拍 勿扰 续续续续 | D: 二〇二一年四月十二日 | C: 担保私拍,T: 2021041211：53 || 2021041211：53 | D: 私拍 勿扰 谢谢 私拍勿扰 谢谢 | C: 担保私拍,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.685797,246,1,1,0.97308,0.805,1.0,1.106163,1,0.125797
40,text_clone_primary,market_item.xlsx|茶马古道|seller_raw:/shop/410559||market_item.xlsx|茶马古道|seller_raw:/shop/427106,sockpuppet_primary,high,shared_description_clone|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.685029,different_alias,true,茶马古道,茶马古道,/shop/410559,/shop/427106,,,靠谱银行卡四件套货源 15美金=100rmb=1份 例如只需要基本四件套拍16份 基本4件套包括 身份证正反照片+1张全新银行卡（可指定开通哪家银行）+1张全新手机卡，1个网银盾，会携带密码。 普通四件套=16份 需开通支付宝（实名）+5份 需开通微信（实名）+5份 带交易所(实名）一个+6份（可指定哪个交易所 火币优先） 手机(安卓手机)加800 需...,四件套号卡 || 实物,,0.0,0.66021,T: 诚信靠谱银行卡四件套可带火币微信支付宝 || 出售银行卡可带火币，微信，支付宝， | D: 普通四件套=17份 需开通支付宝（实名）+3份 需开通微信（实名）+3份 带交易所(实名）一个+5份（可指定哪个交易所 火币优先） 手机(安卓手机)加400 需要其他定制请详谈 关于售后：保质期到你手的2个月 期间出现补卡 | C: 四件套号卡 || 实物,T: 安全可靠银行卡四件套，方便老板们做灰场业务 || 银行卡四件套一手货源 | D: 普通四件套=16份 需开通支付宝（实名）+5份 需开通微信（实名）+5份 带交易所(实名）一个+6份（可指定哪个交易所 火币优先） 手机(安卓手机)加800 需要其他定制请详谈 关于售后：保质期到你手的3个月 期间出现补卡 | C: 四件套号卡 || 洗车精洗,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.685029,247,1,1,0.887816,0.66021,0.285714,0.781585,2,0.125029
41,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/442743||market_item.xlsx|茶马古道|seller_raw:/shop/451428,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.684823,different_alias,true,茶马古道,茶马古道,/shop/442743,/shop/451428,,,,数据,,0.181657,0.960799,T: 指定网站脱库@china8848 || 指定网站脱库@china8848 | D: 指定网站脱库，效率高价格低，有好项目的老板来谈----@china8848 | C: 数据,T: 运营商实时抓取指定网站 APP || 运营商实时抓取指定网站 APP | D: 购买前请先联系TG @tydfwr 格式如图，运营商实时抓取，指定网站，指定APP | C: 数据,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.684823,254,1,1,0.864558,0.960799,1.0,1.660196,3,0.124823
42,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/460568||market_item.xlsx|茶马古道|seller_raw:/shop/468677,sockpuppet_primary,high,profile_lexical_neighbor|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.683886,different_alias,true,茶马古道,茶马古道,/shop/460568,/shop/468677,,,,站内充提,,0.483422,0.506604,T: 出售精仿RMB 假钞保过验钞机 || 出售精仿RMB 假钞保过验钞机 | D: 出售精仿高仿假钞 备用QQ2323211373 飞机也可以联系我，搜华哥精仿 | C: 站内充提,T: 出售精仿人民币采用最新技术，台湾进口棉特纸 保过验钞机 || 出售精仿假钞RMB联系QQ2691518404长期稳定 | D: 华哥出售精仿假钞保过验钞机 采用进口棉特纸 比如超市嫖娼赌博超市秒过 | C: 站内充提,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.683886,262,1,1,0.895786,0.506604,1.0,1.2344,2,0.123886
43,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/405939||market_item.xlsx|茶马古道|seller_raw:/shop/434275,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.682457,different_alias,true,茶马古道,茶马古道,/shop/405939,/shop/434275,,,,虚拟,,0.411463,0.975768,T: 求购美亚美国亚马逊礼品卡 || 求购美亚美国亚马逊礼品卡 | D: 大量求购美国亚马逊美亚礼品卡，骗子勿扰 | C: 虚拟,T: 求购。amazon 亚马逊礼品卡 US DE 大量收购 带汇率私信我 || 求购。amazon 亚马逊礼品卡 US DE 大量收购 带汇率私信我 | D: amazon 亚马逊礼品卡 US DE 大量收购 带汇率私信我 | C: 虚拟,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.682457,306,1,1,0.946872,0.975768,1.0,1.346268,2,0.122457
44,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/429201||market_item.xlsx|茶马古道|seller_raw:/shop/816,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.682457,different_alias,true,茶马古道,茶马古道,/shop/429201,/shop/816,,,,四件套号卡,,0.207849,0.80649,T: 银行卡四件套，2000 || 银行卡四件套，2000 | D: 详细咨询TG：ylz3202，付款可以站内 | C: 四件套号卡,T: 求购银行卡四件套 || 求购银行卡四件套 | D: 求购银行卡四件套，要求现货 | C: 四件套号卡,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.682457,316,1,1,0.930136,0.80649,1.0,1.45624,2,0.122457
45,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/405939||market_item.xlsx|茶马古道|seller_raw:/shop/430878,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.682457,different_alias,true,茶马古道,茶马古道,/shop/405939,/shop/430878,,,,,,0.240734,0.729373,T: 求购美亚美国亚马逊礼品卡 || 求购美亚美国亚马逊礼品卡 | D: 大量求购美国亚马逊美亚礼品卡，骗子勿扰 | C: 虚拟,T: 英亚 德亚 礼品卡大量求购 || 英亚 德亚 礼品卡大量求购 | D: 英国站德国站美国站礼品卡大量求购，tg和蝙蝠沟通 | C: 数据,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.682457,304,1,1,0.895379,0.729373,0.0,1.131277,2,0.122457
46,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:172590||market_item.xlsx|中文暗网交易市场|seller_raw:473991,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.682457,different_alias,true,中文暗网交易市场,中文暗网交易市场,172590,473991,,,,私人专拍,,0.294573,0.713182,T: 与xs的私拍 || 与xs的私拍 | D: 18万菠菜数据如有不真实退款 | C: 私人专拍,T: heiyo123的私拍 || heiyo123的私拍 | D: heiyo123的私拍 | C: 私人专拍,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.682457,278,1,1,0.828388,0.713182,1.0,1.788813,3,0.122457
47,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/396807||market_item.xlsx|茶马古道|seller_raw:/shop/465701,sockpuppet_primary,high,profile_lexical_neighbor|structural_support|boundary_expansion|high_semantic_high_structure|zero_shot_bge,0.682457,different_alias,true,茶马古道,茶马古道,/shop/396807,/shop/465701,,,,数据,,0.140439,0.631634,T: 长期求购营业执照 || 长期求购营业执照 | D: 最新的，没卖过，长期求购营业执照 | C: 数据,T: 求购西班牙，比利时，土耳其等地营业执照加法人身份证 || 私人1-5年微信号 | D: 求购西班牙，比利时，土耳其等地营业执照加法人身份证，价格私信 | C: 数据,reviewed,uncertain,codex_conservative_boundary_review_20260421,codex_review: uncertain; overlap is review-relevant but not strong enough for a defensible positive/negative training label without direct identity closure.,positive_probe_high_semantic_high_structure,boundary_expansion|high_semantic_high_structure|zero_shot_bge,review_existing_pending_queue_row,positive_candidate,medium,core_zero_shot_bge_m3,0.56,0.682457,300,1,1,0.890155,0.631634,1.0,1.185312,2,0.122457
