candidate_rank,queue_type,candidate_subtype,data_bucket,pair_uid,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,review_stratum,candidate_rule_hits,evidence_signal_type,evidence_value,evidence_seller_frequency,existing_review_status,existing_review_label,existing_review_notes,existing_source_path,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,lexical_similarity,structural_support_score,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,candidate_score,evidence_reasons,left_title_snippet,right_title_snippet,left_description_snippet,right_description_snippet,left_profile_preview,right_profile_preview,review_status,proposed_review_focus,label_instruction
258,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:581623||market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|中文暗网交易市场|seller_raw:581623,market_item.xlsx|茶马古道|seller_raw:/shop/464140,中文暗网交易市场,茶马古道,581623,/shop/464140,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.211712,0.275466,0.918257,0.818796,0.865309,85.201765,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 最新宝妈精准数据16万母婴女性 || 1万条私人专拍链接 | D: 最新宝妈精准数据16万母婴女性 全国各地宝妈网女性会员 160000条非常精准的母婴类，年轻女性类数据 ID|姓名|性别|地区|电话|Email| 下单后有链接，自动显示 | C: 私人专拍 || 数据资源,T: 北京重点中学家长学生数据10万 || 飞机乘客个人信息80万优质人群 | D: 保健品客户购买信息13W 各种保健品购买数据 货款1000多元的比较多，购买力挺好 顾客全国各地的 时间是2020今年的，具体时间格式如图： 货名-件数-货款-收件人-收货电话-收件地址-发货日期 优质资源，自动发货 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
259,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_aux,products_data.csv|__unknown__|seller_id:742494||products_data.csv|__unknown__|seller_id:755386,products_data.csv|__unknown__|seller_id:742494,products_data.csv|__unknown__|seller_id:755386,__unknown__,__unknown__,,,text_clone_primary,profile_lexical_neighbor|shared_description_clone,,,,,,,,,,不会你申请退款就给你随意通过的 此套路技术为本人在暗网交易市场首发,技术服务[非教程],0.285963,0.498258,0.885298,0.815147,0.920851,85.19313,template_or_clone_overlap|shared_title_count=0|shared_description_count=1,,,,,T: 一一教你怎么约到女学生一绝非烂大街冷读术pua教程 || 一一教你怎么约到女学生一绝非烂大街冷读术pua教程 | D: 我这个教程不像有些人拿一些烂大街的冷读术之类的pua教程来糊弄 其实我们大部分人是没有机会跟这个年龄段的女孩子聊天认识的 | C: 技术服务[非教程] || 教程与文档,T: 一教你再怎么聊骚约炮也不怕老婆查你手机抓证据 || 一教你再怎么聊骚约炮也不怕老婆查你手机抓证据 | D: 也不需要删除聊天记录啥的 用了本方法之后可以添加上老婆的指纹 | C: 技术服务[非教程],pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
260,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:605006||market_item.xlsx|茶马古道|seller_raw:/shop/453275,market_item.xlsx|中文暗网交易市场|seller_raw:605006,market_item.xlsx|茶马古道|seller_raw:/shop/453275,中文暗网交易市场,茶马古道,605006,/shop/453275,text_clone_primary,profile_lexical_neighbor|shared_description_clone|shared_title_clone,,,,,,,,,2021新出股民数据9w条_上交所Level2交互数据,2021新出股民数据9w条_上交所Level2交互数据 本次发布9.2万新出的数据，用过的老顾客都知道质量杠杠滴 数据是通过上交所Level-2交互数据抓取到的最近1个月资金正向流入的股民数据 || 数据格式：手机号码|地区|运营商|资金(万)|接入线路|数据终端|资金流向 数据保真 || 2021新出股民数据9w条_上交所Level2交互数据 本次发布9.2万新出的数据，用过的老顾客都知道质量杠杠滴 数据是通过上交所Level-2交互数据抓取到的最近1个月资金正向流入的股民数据。 数据格式：手机号码|地区|运营商|资金(万)|接入线路|数据终端|资金流向 数据保真！一手新出！看懂老板来，中介屌丝勿扰！数据持续更新 拍下自动发货，虚拟产品...,,0.143369,0.287397,0.905995,0.852284,0.899755,85.178335,template_or_clone_overlap|shared_title_count=1|shared_description_count=3,,,,,T: 2021新出股民数据9w条_上交所Level2交互数据 || 2021新出股民数据9w条_上交所Level2交互数据 | D: 2021新出股民数据9w条_上交所Level2交互数据 本次发布9.2万新出的数据，用过的老顾客都知道质量杠杠滴 数据是通过上交所Level-2交互数据抓取到的最近1个月资金正向流入的股民数据 | C: 数据资源,T: 股民数据_183800条证券之星荐股软件准客户数据 || 华泰证券优质股民25969条__资金50w+以上 | D: ———————————————————————— 验证数据： 姓名 开户证件号 性别 年龄 籍贯 手机号 手机运营商 浮动盈亏 开户营业厅 罗卫连 440223198911161125 女 31 广东省韶关市南雄县 13435609690 中国移动 -44076.52 广州体育东路证券营业部 郑玉平 320323... | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
261,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:32782||market_item.xlsx|茶马古道|seller_raw:/shop/397874,market_item.xlsx|中文暗网交易市场|seller_raw:32782,market_item.xlsx|茶马古道|seller_raw:/shop/397874,中文暗网交易市场,茶马古道,32782,/shop/397874,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.220393,0.243252,0.903868,0.842523,0.870904,85.16418,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 军队内部爆破教材，含炸药的简易制备等 || 利用身边的物品制作冒火的玩具 | D: 身份证正反面+手持+学生证 已设置自动发货 | C: 技术技能 || 虚拟物品,"T: 100套 身份证正反面 ,手持.学生证照片 || 100套 身份证正反面 ,手持.学生证照片 | D: 100套 身份证照片，手持身份证照片，学生证照片 | C: 虚拟",pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
262,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:499031||market_item.xlsx|茶马古道|seller_raw:/shop/393847,market_item.xlsx|中文暗网交易市场|seller_raw:499031,market_item.xlsx|茶马古道|seller_raw:/shop/393847,中文暗网交易市场,茶马古道,499031,/shop/393847,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.232775,0.298773,0.923386,0.925454,0.888751,85.14862,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,"T: 9月份高质量股民数据数量不多拍下自动发货 || 10月15号前新出券商开户股民数据1万条，自动发货！！！ | D: 火币合约 数据量为10000条 . 更新时间为十一月份.. 格式如下图. 一口价 ,虚拟物品拍后不接受任何理由退款 | C: 数据资源",T: 5月14号上新福建漳州股民数据， 拍下自动发货！！！ || 30W 同花顺开户股民信息现低价处理 ！！！ | D: 新上福建漳州股民数据9946条 格式包含：姓名，电话，三方存管银行， 费率 ，资金帐户及资金量 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
263,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/413261||market_item.xlsx|茶马古道|seller_raw:/shop/436715,market_item.xlsx|茶马古道|seller_raw:/shop/413261,market_item.xlsx|茶马古道|seller_raw:/shop/436715,茶马古道,茶马古道,/shop/413261,/shop/436715,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.225285,0.262923,0.910509,0.860418,0.853367,85.133495,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 求购身份证号码和蓝底高清头像照片 || 求购掌上生活抢卷技术 | D: 移动 电信正常号段手机卡 实名过的 量大 带价来谈 | C: 技术 || 四件套号卡,T: 求购身份证正反面+手持 || 求购身份证正反面+手持 | D: 大量求购身份证正反面+手持，有量的来，最好是一手的 | C: 担保私拍,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
264,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:45194||market_item.xlsx|茶马古道|seller_raw:/shop/409483,market_item.xlsx|中文暗网交易市场|seller_raw:45194,market_item.xlsx|茶马古道|seller_raw:/shop/409483,中文暗网交易市场,茶马古道,45194,/shop/409483,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.254306,0.305903,0.917435,0.876593,0.927628,85.13167,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 出售 移动联通电信已实名手机卡（包邮）开新帖 || 出售 移动联通电信已实名手机卡（包邮）开新帖 | D: 出售 移动联通电信已实名手机卡（包邮） 地区随机发 开卡地 深圳 广州 东莞 佛山汕头随机发 联通 电信月租6元，余额20-30 +每月返5元连返三个月 可以开1元日租流量 1元800M 移动 月租26元 余额5-30 不等 电信13/15/180/181 联通13* 移动 13* 14* 15*开头 国内包邮顺丰 | C: 实体物品,"T: 移动联通实名手机卡 30刀一张 || 移动联通实名手机卡 30刀一张 | D: 移动联通实名手机卡,大多是从大学生和工厂工人手上收来的,没有前科安心使用,话费随机20-50元 | C: 四件套号卡",pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
265,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/396695||market_item.xlsx|茶马古道|seller_raw:/shop/415109,market_item.xlsx|茶马古道|seller_raw:/shop/396695,market_item.xlsx|茶马古道|seller_raw:/shop/415109,茶马古道,茶马古道,/shop/396695,/shop/415109,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.245628,0.269048,0.912376,0.899924,0.89513,85.11892,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 悬剑武器库 现在渗透都是用的这 || 最新 kali.web.编程教程 | C: 技术 || 数据,T: 悬剑单兵武器库与悬剑3.0版 || 悬剑单兵武器库与悬剑3.0版 | D: 悬剑单兵武器库与悬剑3.0版 | C: 虚拟,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
266,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:436711||market_item.xlsx|茶马古道|seller_raw:/shop/393295,market_item.xlsx|中文暗网交易市场|seller_raw:436711,market_item.xlsx|茶马古道|seller_raw:/shop/393295,中文暗网交易市场,茶马古道,436711,/shop/393295,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.203868,0.297266,0.923643,0.903343,0.884468,85.118415,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 出9月份永利高数据一份8万多条 自动发货 || 黑桃棋牌8月 40.6万条 低价出 | D: 共计40多万条数据 格式看图 数据保真 不多解释 请放心购买 主动放款的客户 送5月份数据一份 不站外联系 谢谢合作 长期拿货的客户 留言备注 | C: 数据资源,T: 11月出库的亚博体育站 会员全部是体彩的大会员 1.8万条 || 10月份出库的皇冠娱乐BC数据 6.1万条 | D: 网址yabo1.com 共计1.8万条 11月份出的 数据保真 保真 格式看下图 效果好 需要的老板 请购买 数据易复制 出售不退 望各位老板诚信购买 已设置自动发货 主动放款的 送老数据一份 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
267,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:554368||market_item.xlsx|茶马古道|seller_raw:/shop/403136,market_item.xlsx|中文暗网交易市场|seller_raw:554368,market_item.xlsx|茶马古道|seller_raw:/shop/403136,中文暗网交易市场,茶马古道,554368,/shop/403136,text_clone_primary,profile_lexical_neighbor|shared_description_clone|shared_title_clone,,,,,,,,,今年新鲜网贷申请信息11万条首发贷款,格式有贷款人的姓名，手机，申请时间等等10多项详细信息，详细如图 || 2020年新出的贷款申请数据117000条。时间是近几个月的具体看图，自动发货。格式有贷款人的姓名，手机，申请时间等等10多项详细信息，详细如图。数据出好，就上架了，新鲜首发。,,0.269408,0.247914,0.89928,0.844803,0.904019,85.10687,template_or_clone_overlap|shared_title_count=1|shared_description_count=2,,,,,T: 今年新鲜网贷申请信息11万条首发贷款 || 今年新鲜网贷申请信息11万条首发贷款 | D: 格式有贷款人的姓名，手机，申请时间等等10多项详细信息，详细如图 | C: 数据资源,T: 今年新出浦发银行理财优质客户15W含金额 || 今年新鲜网贷申请信息11万条首发贷款 | D: 浦发银行上海地区理财优质客户 今年新出15万条购买理财产品客户的数据， 姓名|性别|生日|手机号|运营商|产品名称|年化收益|期限|起额|金额| 收益类型|风险等级|客户类型|身份证|联系地址 如图内容很详细，含客户投资金额 经济中心一线大城市的高净值群体，股票，配资等等用途非常广 | C: 数据 || 担保私拍,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
268,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_aux,products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:707157,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:707157,__unknown__,__unknown__,,,semantic_only,profile_lexical_neighbor,,,,,,,,,,,虚拟物品,0.275185,0.306258,0.926331,0.860327,0.774271,85.095695,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 最新一金融客户外汇一美国密西西比州58万条58美金 || 币圈美国佛罗里达州迈阿密20万条200美金 | D: --------------------- ↓ 交易编号---47849-----金融公司和银行贷款实时数据成都市900条90美金 交易编号---45259-----湖南省_郴州市一女性身份证四要素524843条81193美金 交易编号---45290-----江苏省_苏州市一女性身份证四要素334198条517... | C: 虚拟物品,T: 首发美国暴雪娱乐公司魔兽世界投资人数据30万条200美金 || 高净值管理人员科威特440万条500美金 | D: 直接拍数据就可以，MEGA网盘下载，截图有换行，实际数据是文本标准格式，可以导入表格或直接打印，一行一条 | C: 私人专拍 || 虚拟物品,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
269,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:57615||market_item.xlsx|中文暗网交易市场|seller_raw:70936,market_item.xlsx|中文暗网交易市场|seller_raw:57615,market_item.xlsx|中文暗网交易市场|seller_raw:70936,中文暗网交易市场,中文暗网交易市场,57615,70936,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.349488,0.271588,0.911311,0.847668,0.872994,85.066895,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 收0.005比特币 || 收0.005比特币 | D: 240人民币收0.005比特币，WX 或者ZFB交易 | C: 私人专拍,T: 私拍比特币0.0001 私拍 谢谢 || 私拍比特币0.0001 私拍 谢谢 | D: 私拍比特币0.0001 私拍 谢谢 | C: 影视色情,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
270,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/413616||market_item.xlsx|茶马古道|seller_raw:/shop/427129,market_item.xlsx|茶马古道|seller_raw:/shop/413616,market_item.xlsx|茶马古道|seller_raw:/shop/427129,茶马古道,茶马古道,/shop/413616,/shop/427129,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.369172,0.287079,0.917241,0.846115,0.91557,85.060235,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 宅男看片神器 0延迟 海量片源 各类型都有 保你爽歪歪 || 宅男看片神器 0延迟 海量片源 各类型都有 保你爽歪歪 | D: 带现金红包功能的企业支付宝 可租可收带价来 | C: 虚拟 || 实物,"T: 求购企业ZFB，带收发现金红包功能，收发现金红包功能，看清楚了。 || 求购企业ZFB，带收发现金红包功能，收发现金红包功能，看清楚了。 | D: 求购企业ZFB，带 收发现金红包功能，收发现金红包功能，看清楚了,有的带价格来谈：TG pekpvg001 | C: 服务",pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
271,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:492558||market_item.xlsx|茶马古道|seller_raw:/shop/406794,market_item.xlsx|中文暗网交易市场|seller_raw:492558,market_item.xlsx|茶马古道|seller_raw:/shop/406794,中文暗网交易市场,茶马古道,492558,/shop/406794,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.245849,0.227856,0.893464,0.775929,0.799815,85.05804,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 一手电商数据大放送(100多万条) || 一手电商数据大放送(100多万条) | C: 数据资源,T: 收一手电商数据，宝妈数据，贷款数据。 || 收一手电商数据，宝妈数据，贷款数据。 | D: 资料包括名字，电话号码，银行账户，余额，密码需要自行破解 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
272,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:65453||market_item.xlsx|茶马古道|seller_raw:/shop/464262,market_item.xlsx|中文暗网交易市场|seller_raw:65453,market_item.xlsx|茶马古道|seller_raw:/shop/464262,中文暗网交易市场,茶马古道,65453,/shop/464262,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.266637,0.125002,0.852149,0.749612,0.83397,85.053705,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: [自动发货]GPG加密软件使用教程，让你真正在暗网中来无影、去无踪 || [自动发货]GPG加密软件使用教程，让你真正在暗网中来无影、去无踪 | C: 技术技能 || 虚拟物品,T: 猫池手机卡教使用教程 || 猫池手机卡教使用教程 | D: 拍了飞机@q2899999 | C: 实物,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
273,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:525098||market_item.xlsx|中文暗网交易市场|seller_raw:539806,market_item.xlsx|中文暗网交易市场|seller_raw:525098,market_item.xlsx|中文暗网交易市场|seller_raw:539806,中文暗网交易市场,中文暗网交易市场,525098,539806,text_clone_primary,shared_title_clone|structural_support,,,,,,,,,出售实时棋牌网站数据数据拦截,,实体物品 || 技术技能 || 数据资源 || 服务业务 || 私人专拍,0.0,0.870148,0.929539,0.882568,0.947964,85.05222,template_or_clone_overlap|shared_title_count=1|shared_description_count=0,,,,,T: 海外完整信息注册海外平台认证使用专拍的 || 低价出售10w纯股民数据沿海发达城市股民 | D: 产品名：利他林 规格：10毫克*30粒/盒 产地：瑞士 价格：900元/盒 ———————— 产品名：依替唑仑 规格：1毫克*100粒 产地：印度 价格：1200元 产品名：劳拉西泮 规格：2.5毫克*30粒 产地：欧洲 价格：750元 产品名：地西泮 规格：10毫克*30粒 产地：欧洲 价格：750元 产品名：... | C: 数据资源 || 私人专拍,T: 窃听器伪装成充电宝可以远程定位和录音行程轨迹 || 运营商访问数据棋牌菠菜彩票 | D: 运营商访问数据，目前有移动和联通的，电信暂时没，格式看图，手机号-归属地，访问网址（全是爆红的菠菜，彩票，棋牌），访问次数，我会每一天抽时间在线几次的（中午12点，晚上19-凌晨1点），每日最高峰3-5万条，不能再多，每一万条1.5K（189美）1.5毛一条，拍当天中午前拍的，当天晚上10：20分准时发货，（不是... | C: 数据资源 || 私人专拍,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
274,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:319258||market_item.xlsx|中文暗网交易市场|seller_raw:412047,market_item.xlsx|中文暗网交易市场|seller_raw:319258,market_item.xlsx|中文暗网交易市场|seller_raw:412047,中文暗网交易市场,中文暗网交易市场,319258,412047,semantic_only,profile_lexical_neighbor,,,,,,,,,,,数据资源,0.267674,0.321546,0.929661,0.860869,0.859231,85.026065,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 身份证正反加手持1100套送20套营业执照 || 六合彩群成员几千万条qq数据 | D: 六合彩群成员几千万条qq数据 qq号码保证不是生成的，朋友处拿来 需要可以拍下，自行开发，只有qq号，介意勿拍 虚拟物品售出不退，链接问题请留言 | C: 数据资源 || 虚拟物品,T: 2019年3月份到5月份各大证券数据 20多万 自动发货 || 2019年3月份到5月份各大证券数据 20多万 自动发货 | D: 炒股用户数据20多w条 含姓名，电话，身份证 证券开户名称 打折便宜出售只要150美金 不接受恶意退款，诚信做人 | C: 数据资源,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
275,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:31478||market_item.xlsx|中文暗网交易市场|seller_raw:333923,market_item.xlsx|中文暗网交易市场|seller_raw:31478,market_item.xlsx|中文暗网交易市场|seller_raw:333923,中文暗网交易市场,中文暗网交易市场,31478,333923,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.308343,0.349646,0.940821,0.883999,0.84095,85.024065,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 一手数据 || 一手数据 | C: 私人专拍,T: 菠菜数据 一手数据 按APP要求拿数据 || 菠菜数据 一手数据 按APP要求拿数据 | D: 菠菜数据 一手数据 按APP要求拿数据 按提供的APP数据拿资料，有需要请详谈 | C: 数据资源,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
276,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:351115||market_item.xlsx|茶马古道|seller_raw:/shop/393568,market_item.xlsx|中文暗网交易市场|seller_raw:351115,market_item.xlsx|茶马古道|seller_raw:/shop/393568,中文暗网交易市场,茶马古道,351115,/shop/393568,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.286015,0.242543,0.89747,0.831061,0.852581,85.01132,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 一手某投资平台26255条用户数据_2月5号出库 || 52181条网赚兼职粉_短信劫持数据_2月15号劫持 | D: 1、数据是全国各地的公民数据，一共三百六十九万多条 2、数据格式：姓名，身份证号码，民族，家庭住址，手机号码 3、不是每条数据字段都是全的，介意勿拍，但是姓名，身份证号，手机号码基本都有 4、自动发货 | C: 数据资源 || 私人专拍,T: 一手某投资网28989条会员数据 || 一手某投资网28989条会员数据 | D: 1、数据出库时间为11月22号 2、数据格式如图所示 | C: 数据,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
277,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:18936||market_item.xlsx|茶马古道|seller_raw:/shop/405939,market_item.xlsx|中文暗网交易市场|seller_raw:18936,market_item.xlsx|茶马古道|seller_raw:/shop/405939,中文暗网交易市场,茶马古道,18936,/shop/405939,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.244116,0.212907,0.885165,0.78209,0.829352,85.000055,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: OTCBTC比特币交易所实名+进阶认证 || 改价重发英国亚马逊礼品卡！ | D: OTCBTC比特币交易所实名+进阶认证，设置的价格是一份的价格，需要实名多少个账号就拍多少份，另外只要是中国人能实名认证的交易所，都可以做，每个交易所价格不一样，价格请在帖子下面咨询，量大的来 | C: 私人专拍 || 服务业务,T: 求购美亚美国亚马逊礼品卡 || 求购美亚美国亚马逊礼品卡 | D: 大量求购美国亚马逊美亚礼品卡，骗子勿扰 | C: 虚拟,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
278,hard_negative_candidate,semantic_topic_not_controller_candidate,zh_target_strict,market_item.xlsx|茶马古道|seller_raw:/shop/399003||market_item.xlsx|茶马古道|seller_raw:/shop/458800,market_item.xlsx|茶马古道|seller_raw:/shop/399003,market_item.xlsx|茶马古道|seller_raw:/shop/458800,茶马古道,茶马古道,/shop/399003,/shop/458800,semantic_only,profile_lexical_neighbor,,,,,,,,,,,,0.233044,0.302252,0.92089,0.823962,0.846183,84.99973,high_semantic_similarity|low_structural_support|no_direct_overlap,,,,,T: 收个微信过人脸三色，采集飞机@zddgxx || 收个微信过人脸三色，采集飞机@zddgxx | D: 收个微信过人脸三色，采集@zddgxx | C: 技术,T: 支付宝 微信过银行卡 || 支付宝 微信过银行卡 | D: 收银行卡 四件套 价格从优 有能力的来 | C: 漏洞 || 四件套号卡,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
279,hard_negative_candidate,template_clone_not_controller_candidate,zh_target_strict,market_item.xlsx|中文暗网交易市场|seller_raw:590389||market_item.xlsx|茶马古道|seller_raw:/shop/411784,market_item.xlsx|中文暗网交易市场|seller_raw:590389,market_item.xlsx|茶马古道|seller_raw:/shop/411784,中文暗网交易市场,茶马古道,590389,/shop/411784,text_clone_primary,profile_lexical_neighbor|shared_description_clone|shared_title_clone,,,,,,,,,上海教育亲子学生家长信息12W,上海某高端教育品牌亲子学生家长信息 学员名称/性别/亲子关系/家长姓名/联系电话/运营商/联系地址 亲子数据共120000条，自动发货 一线城市新鲜数据，优质群体，可开发潜力大,,0.349018,0.267772,0.920482,0.824398,0.888192,84.99694,template_or_clone_overlap|shared_title_count=1|shared_description_count=1,,,,,T: 上海教育亲子学生家长信息12W || 上海教育亲子学生家长信息12W | D: 上海某高端教育品牌亲子学生家长信息 学员名称/性别/亲子关系/家长姓名/联系电话/运营商/联系地址 亲子数据共120000条，自动发货 一线城市新鲜数据，优质群体，可开发潜力大 | C: 数据资源,T: 股票基金理财等75w今年投顾公司全国各种投资客户数据 || 股票基金理财等75w今年投顾公司全国各种投资客户数据 | D: 今年投顾公司数据全国各种投资客户数据75w股票基金理财等 数据格式： 客户名称-性别-投资业务-身份证-手机号-运营商-邮编-地区 这些客户都是投资过股票，理财，期货，债券，基金等等 投资类业务的， 做股票等投资类业务推广，很精准，优质 | C: 数据 || 担保私拍,pending,"Check whether this is a true different-controller hard negative: template reuse, same topic, or public/non-seller contact overlap.",candidate_only_requires_manual_review_never_auto_label
