model_id,slice_name,row_count,positive_count,negative_count,roc_auc,average_precision,score_mean,positive_score_mean,negative_score_mean,negative_score_p90,negative_score_max,positive_score_min,positive_score_p10
step15_v2_domain_balanced_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.113937,,0.113937,0.33388,0.9134666666666668,,
step15_v2_zh_positive_mixup_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.085641,,0.085641,0.236325,0.9087643333333334,,
step15_v2_identifier_operational_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.061847,,0.061847,0.188433,0.5539836666666667,,
step15_v3_public_noise_weighted_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.06149,,0.06149,0.141648,0.8194093333333333,,
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.104483,,0.104483,0.332141,0.862082,,
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.059108,,0.059108,0.213769,0.666062,,
step15_v4_public_noise_robust_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.097736,,0.097736,0.207649,0.7148843333333333,,
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.237933,,0.237933,0.356151,0.6927819999999999,,
step15_v4_identifier_public_noise_robust_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.06382,,0.06382,0.184931,0.42163233333333333,,
step15_v5_public_noise_weighted_strong_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.07316,,0.07316,0.188174,0.8744719999999999,,
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,evidence_type::ordinary_negative,61,0,61,,,0.089798,,0.089798,0.248099,0.8376583333333333,,
raw_e5_cosine,evidence_type::public_contact_or_url_noise,6,0,6,,,0.925665,,0.925665,0.938315,0.940433,,
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.511352,,0.511352,0.642203,0.7813686666666667,,
step15_v2_identity_from_scratch_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.503034,,0.503034,0.865827,0.876515,,
step15_v2_warm_start_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.556273,,0.556273,0.904151,0.9470013333333333,,
step15_v2_domain_balanced_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.62056,,0.62056,0.95765,0.9583526666666667,,
step15_v2_zh_positive_mixup_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.556277,,0.556277,0.935245,0.9364473333333333,,
step15_v2_identifier_operational_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.290842,,0.290842,0.515754,0.642478,,
step15_v3_public_noise_weighted_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.532771,,0.532771,0.94181,0.959366,,
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.532494,,0.532494,0.836405,0.867701,,
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.16231,,0.16231,0.336122,0.46443666666666666,,
step15_v4_public_noise_robust_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.46269,,0.46269,0.713167,0.7561513333333334,,
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.582961,,0.582961,0.642943,0.6499933333333333,,
step15_v4_identifier_public_noise_robust_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.18082,,0.18082,0.379254,0.42701399999999995,,
step15_v5_public_noise_weighted_strong_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.474575,,0.474575,0.766104,0.7680543333333333,,
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,evidence_type::public_contact_or_url_noise,6,0,6,,,0.499258,,0.499258,0.853099,0.8562773333333333,,
raw_e5_cosine,evidence_type::same_controller_component_anchor,1,1,0,,,0.951026,0.951026,,,,0.951026,0.951026
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.423331,0.423331,,,,0.42333133333333334,0.423331
step15_v2_identity_from_scratch_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.110074,0.110074,,,,0.11007433333333333,0.110074
step15_v2_warm_start_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.065638,0.065638,,,,0.06563766666666666,0.065638
step15_v2_domain_balanced_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.132137,0.132137,,,,0.13213733333333333,0.132137
step15_v2_zh_positive_mixup_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.074234,0.074234,,,,0.07423433333333333,0.074234
step15_v2_identifier_operational_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.060635,0.060635,,,,0.060635333333333326,0.060635
step15_v3_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.032588,0.032588,,,,0.032588,0.032588
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.050982,0.050982,,,,0.05098166666666667,0.050982
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.026883,0.026883,,,,0.026883,0.026883
step15_v4_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.076803,0.076803,,,,0.07680266666666667,0.076803
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.325443,0.325443,,,,0.3254426666666667,0.325443
step15_v4_identifier_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.033057,0.033057,,,,0.033056666666666665,0.033057
step15_v5_public_noise_weighted_strong_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.040825,0.040825,,,,0.04082499999999999,0.040825
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,evidence_type::same_controller_component_anchor,1,1,0,,,0.058594,0.058594,,,,0.058593666666666655,0.058594
raw_e5_cosine,evidence_type::same_controller_direct_identifier,5,5,0,,,0.934981,0.934981,,,,0.922922,0.925518
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.577391,0.577391,,,,0.35474100000000003,0.430859
step15_v2_identity_from_scratch_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.780807,0.780807,,,,0.13509866666666667,0.42207
step15_v2_warm_start_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.782862,0.782862,,,,0.11710633333333335,0.408261
step15_v2_domain_balanced_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.831499,0.831499,,,,0.3707656666666667,0.548823
step15_v2_zh_positive_mixup_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.83041,0.83041,,,,0.37544700000000003,0.567942
step15_v2_identifier_operational_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.97841,0.97841,,,,0.9468933333333333,0.956091
step15_v3_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.802662,0.802662,,,,0.33564900000000003,0.507203
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.845373,0.845373,,,,0.45381066666666664,0.604649
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.913494,0.913494,,,,0.6982266666666667,0.793224
step15_v4_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.668807,0.668807,,,,0.29369566666666663,0.434358
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.543009,0.543009,,,,0.256896,0.281265
step15_v4_identifier_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.918734,0.918734,,,,0.7998789999999999,0.834866
step15_v5_public_noise_weighted_strong_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.78755,0.78755,,,,0.261162,0.46521
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,evidence_type::same_controller_direct_identifier,5,5,0,,,0.859499,0.859499,,,,0.42011933333333334,0.615838
raw_e5_cosine,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.938841,0.938841,,,,0.890773,0.913318
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.595617,0.595617,,,,0.26440166666666665,0.350813
step15_v2_identity_from_scratch_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.487771,0.487771,,,,0.03737566666666667,0.071704
step15_v2_warm_start_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.522618,0.522618,,,,0.04607433333333333,0.047205
step15_v2_domain_balanced_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.656323,0.656323,,,,0.095412,0.267286
step15_v2_zh_positive_mixup_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.594201,0.594201,,,,0.053607999999999996,0.177879
step15_v2_identifier_operational_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.392473,0.392473,,,,0.020097666666666666,0.048477
step15_v3_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.485363,0.485363,,,,0.079918,0.119919
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.589473,0.589473,,,,0.156985,0.294517
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.345844,0.345844,,,,0.03682933333333333,0.057644
step15_v4_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.493573,0.493573,,,,0.11430833333333333,0.159792
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.503414,0.503414,,,,0.255183,0.324379
step15_v4_identifier_public_noise_robust_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.31842,0.31842,,,,0.05673166666666666,0.073302
step15_v5_public_noise_weighted_strong_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.488274,0.488274,,,,0.12808933333333333,0.161977
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,evidence_type::same_controller_style_structural_soft,15,15,0,,,0.551742,0.551742,,,,0.15748533333333334,0.243911
raw_e5_cosine,evidence_type::semantic_topic_not_controller,11,0,11,,,0.905215,,0.905215,0.92485,0.925843,,
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.2295,,0.2295,0.424297,0.6602250000000001,,
step15_v2_identity_from_scratch_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.105367,,0.105367,0.307149,0.7245003333333333,,
step15_v2_warm_start_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.108763,,0.108763,0.252135,0.8284503333333334,,
step15_v2_domain_balanced_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.145639,,0.145639,0.584507,0.7708780000000001,,
step15_v2_zh_positive_mixup_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.157154,,0.157154,0.639129,0.7776963333333334,,
step15_v2_identifier_operational_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.084603,,0.084603,0.259698,0.30498166666666665,,
step15_v3_public_noise_weighted_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.104494,,0.104494,0.325783,0.6288779999999999,,
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.13476,,0.13476,0.544527,0.6605653333333333,,
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.084253,,0.084253,0.225946,0.36777566666666667,,
step15_v4_public_noise_robust_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.125909,,0.125909,0.323787,0.5027936666666667,,
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.202994,,0.202994,0.263083,0.35216933333333333,,
step15_v4_identifier_public_noise_robust_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.064714,,0.064714,0.18529,0.2135446666666667,,
step15_v5_public_noise_weighted_strong_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.121321,,0.121321,0.507067,0.512012,,
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,evidence_type::semantic_topic_not_controller,11,0,11,,,0.124194,,0.124194,0.523031,0.5756553333333333,,
raw_e5_cosine,evidence_type::template_clone_not_controller,7,0,7,,,0.904652,,0.904652,0.920277,0.921525,,
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.312301,,0.312301,0.467428,0.5042356666666666,,
step15_v2_identity_from_scratch_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.178963,,0.178963,0.397491,0.4441306666666667,,
step15_v2_warm_start_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.166302,,0.166302,0.381644,0.440677,,
step15_v2_domain_balanced_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.27178,,0.27178,0.486137,0.5739153333333332,,
step15_v2_zh_positive_mixup_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.303861,,0.303861,0.540802,0.5427043333333333,,
step15_v2_identifier_operational_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.227487,,0.227487,0.344787,0.37035633333333334,,
step15_v3_public_noise_weighted_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.1906,,0.1906,0.401386,0.4597879999999999,,
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.22103,,0.22103,0.510652,0.7391093333333333,,
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.130776,,0.130776,0.2446,0.288704,,
step15_v4_public_noise_robust_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.24049,,0.24049,0.304508,0.34001533333333334,,
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.468673,,0.468673,0.654096,0.742644,,
step15_v4_identifier_public_noise_robust_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.212728,,0.212728,0.403421,0.5022073333333333,,
step15_v5_public_noise_weighted_strong_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.14644,,0.14644,0.306547,0.5527639999999999,,
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,evidence_type::template_clone_not_controller,7,0,7,,,0.175147,,0.175147,0.399412,0.5879856666666666,,
raw_e5_cosine,hard_negative_any,24,0,24,,,0.910163,,0.910163,0.927648,0.940433,,
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,hard_negative_any,24,0,24,,,0.324113,,0.324113,0.503876,0.7813686666666667,,
step15_v2_identity_from_scratch_phase4_seed_mean,hard_negative_any,24,0,24,,,0.226249,,0.226249,0.716075,0.876515,,
step15_v2_warm_start_phase4_seed_mean,hard_negative_any,24,0,24,,,0.237423,,0.237423,0.749151,0.9470013333333333,,
step15_v2_domain_balanced_phase4_seed_mean,hard_negative_any,24,0,24,,,0.301161,,0.301161,0.793457,0.9583526666666667,,
step15_v2_zh_positive_mixup_phase4_seed_mean,hard_negative_any,24,0,24,,,0.299724,,0.299724,0.7403,0.9364473333333333,,
step15_v2_identifier_operational_phase4_seed_mean,hard_negative_any,24,0,24,,,0.177837,,0.177837,0.357572,0.642478,,
step15_v3_public_noise_weighted_phase4_seed_mean,hard_negative_any,24,0,24,,,0.236677,,0.236677,0.796777,0.959366,,
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,hard_negative_any,24,0,24,,,0.259356,,0.259356,0.739637,0.867701,,
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,hard_negative_any,24,0,24,,,0.117336,,0.117336,0.269876,0.46443666666666666,,
step15_v4_public_noise_robust_phase4_seed_mean,hard_negative_any,24,0,24,,,0.243524,,0.243524,0.558401,0.7561513333333334,,
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,hard_negative_any,24,0,24,,,0.375475,,0.375475,0.630308,0.742644,,
step15_v4_identifier_public_noise_robust_phase4_seed_mean,hard_negative_any,24,0,24,,,0.136912,,0.136912,0.335743,0.5022073333333333,,
step15_v5_public_noise_weighted_strong_phase4_seed_mean,hard_negative_any,24,0,24,,,0.216961,,0.216961,0.686604,0.7680543333333333,,
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,hard_negative_any,24,0,24,,,0.232822,,0.232822,0.638614,0.8562773333333333,,
raw_e5_cosine,identifier_absent,101,16,85,0.809559,0.5029,0.917286,0.939603,0.913085,0.938058,0.966964,0.890773,0.913631
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,identifier_absent,101,16,85,0.838971,0.549525,0.340007,0.584849,0.29392,0.619481,0.7813686666666667,0.26440166666666665,0.361884
step15_v2_identity_from_scratch_phase4_seed_mean,identifier_absent,101,16,85,0.869853,0.587202,0.161798,0.464165,0.104882,0.325418,0.88946,0.03737566666666667,0.075071
step15_v2_warm_start_phase4_seed_mean,identifier_absent,101,16,85,0.863971,0.567486,0.173762,0.494056,0.113471,0.401322,0.9480369999999999,0.04607433333333333,0.047216
step15_v2_domain_balanced_phase4_seed_mean,identifier_absent,101,16,85,0.883824,0.60183,0.239158,0.623561,0.1668,0.580271,0.9583526666666667,0.095412,0.189064
step15_v2_zh_positive_mixup_phase4_seed_mean,identifier_absent,101,16,85,0.871324,0.560236,0.211928,0.561703,0.146088,0.600559,0.9364473333333333,0.053607999999999996,0.10259
step15_v2_identifier_operational_phase4_seed_mean,identifier_absent,101,16,85,0.846324,0.595082,0.1385,0.371733,0.094597,0.310762,0.642478,0.020097666666666666,0.048652
step15_v3_public_noise_weighted_phase4_seed_mean,identifier_absent,101,16,85,0.869853,0.522479,0.165784,0.457065,0.110954,0.347784,0.959366,0.032588,0.09749
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,identifier_absent,101,16,85,0.883088,0.597002,0.212783,0.555818,0.148212,0.506511,0.867701,0.05098166666666667,0.212388
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,identifier_absent,101,16,85,0.851471,0.575084,0.11521,0.325909,0.075549,0.225813,0.666062,0.026883,0.043381
step15_v4_public_noise_robust_phase4_seed_mean,identifier_absent,101,16,85,0.868382,0.605925,0.190959,0.467525,0.1389,0.329027,0.7561513333333334,0.07680266666666667,0.135779
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,identifier_absent,101,16,85,0.841912,0.508902,0.31091,0.49229,0.276768,0.570626,0.742644,0.255183,0.322631
step15_v4_identifier_public_noise_robust_phase4_seed_mean,identifier_absent,101,16,85,0.848529,0.56206,0.118696,0.300585,0.084458,0.294841,0.5022073333333333,0.033056666666666665,0.06067
step15_v5_public_noise_weighted_strong_phase4_seed_mean,identifier_absent,101,16,85,0.884559,0.564994,0.168661,0.460308,0.113763,0.39447,0.8744719999999999,0.04082499999999999,0.135691
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,identifier_absent,101,16,85,0.893382,0.605713,0.19208,0.52092,0.130181,0.458342,0.8562773333333333,0.058593666666666655,0.189633
raw_e5_cosine,identifier_present,5,5,0,,,0.934981,0.934981,,,,0.922922,0.925518
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,identifier_present,5,5,0,,,0.577391,0.577391,,,,0.35474100000000003,0.430859
step15_v2_identity_from_scratch_phase4_seed_mean,identifier_present,5,5,0,,,0.780807,0.780807,,,,0.13509866666666667,0.42207
step15_v2_warm_start_phase4_seed_mean,identifier_present,5,5,0,,,0.782862,0.782862,,,,0.11710633333333335,0.408261
step15_v2_domain_balanced_phase4_seed_mean,identifier_present,5,5,0,,,0.831499,0.831499,,,,0.3707656666666667,0.548823
step15_v2_zh_positive_mixup_phase4_seed_mean,identifier_present,5,5,0,,,0.83041,0.83041,,,,0.37544700000000003,0.567942
step15_v2_identifier_operational_phase4_seed_mean,identifier_present,5,5,0,,,0.97841,0.97841,,,,0.9468933333333333,0.956091
step15_v3_public_noise_weighted_phase4_seed_mean,identifier_present,5,5,0,,,0.802662,0.802662,,,,0.33564900000000003,0.507203
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,identifier_present,5,5,0,,,0.845373,0.845373,,,,0.45381066666666664,0.604649
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,identifier_present,5,5,0,,,0.913494,0.913494,,,,0.6982266666666667,0.793224
step15_v4_public_noise_robust_phase4_seed_mean,identifier_present,5,5,0,,,0.668807,0.668807,,,,0.29369566666666663,0.434358
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,identifier_present,5,5,0,,,0.543009,0.543009,,,,0.256896,0.281265
step15_v4_identifier_public_noise_robust_phase4_seed_mean,identifier_present,5,5,0,,,0.918734,0.918734,,,,0.7998789999999999,0.834866
step15_v5_public_noise_weighted_strong_phase4_seed_mean,identifier_present,5,5,0,,,0.78755,0.78755,,,,0.261162,0.46521
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,identifier_present,5,5,0,,,0.859499,0.859499,,,,0.42011933333333334,0.615838
raw_e5_cosine,negative_template_or_topic,18,0,18,,,0.904996,,0.904996,0.923007,0.925843,,
step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,negative_template_or_topic,18,0,18,,,0.261701,,0.261701,0.461294,0.6602250000000001,,
step15_v2_identity_from_scratch_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.133987,,0.133987,0.389718,0.7245003333333333,,
step15_v2_warm_start_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.131139,,0.131139,0.371805,0.8284503333333334,,
step15_v2_domain_balanced_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.194694,,0.194694,0.577093,0.7708780000000001,,
step15_v2_zh_positive_mixup_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.214207,,0.214207,0.571632,0.7776963333333334,,
step15_v2_identifier_operational_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.140169,,0.140169,0.311809,0.37035633333333334,,
step15_v3_public_noise_weighted_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.137979,,0.137979,0.391652,0.6288779999999999,,
step15_v3_domain_balanced_public_noise_weighted_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.168309,,0.168309,0.579339,0.7391093333333333,,
step15_v3_identifier_public_noise_weighted_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.102345,,0.102345,0.244773,0.36777566666666667,,
step15_v4_public_noise_robust_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.170468,,0.170468,0.328655,0.5027936666666667,,
step15_v4_domain_balanced_public_noise_robust_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.306314,,0.306314,0.56291,0.742644,,
step15_v4_identifier_public_noise_robust_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.122275,,0.122275,0.296434,0.5022073333333333,,
step15_v5_public_noise_weighted_strong_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.13109,,0.13109,0.508551,0.5527639999999999,,
step15_v5_domain_balanced_public_noise_weighted_strong_phase4_seed_mean,negative_template_or_topic,18,0,18,,,0.144009,,0.144009,0.538818,0.5879856666666666,,
raw_e5_cosine,positive_direct_or_component_anchor,6,6,0,,,0.937655,0.937655,,,,0.922922,0.926168
