pair_uid,fold_id,account_left_uid,account_right_uid
3ca7df083431c7fb1d78332d164561ed5c4c79f387ac2e86819c47897881ecc2,2,2030cf62fa1a0a157689a1b6b78dd85276df0c8198a8fa750eaabbafbbc02877,159ae4e34f6a678f08cff9c51c183c71f49013f98f640d968824d61d4ff63ef1
e1c0c8743f8a28ebc84c2a70b1c228d358846920fc32eb21a1b5168a47955e24,0,460ade202c7bad91364f1f952ca5a9274bf8d6cfdefea3aca3ac87863127625b,e4355002c145a4436ef7432542c2d670cb58d897f5bb142f7c5615f852d19abf
c8a04ec894787f7e472b74e3221f62a8bf8b5cd68d01a240498e6923c76c466f,3,87437f6925046ceb2040402bca753dad521b5d22d4e30f74e98afa8f2bb93428,50ac43df09a950410c486a38e015dbf831649369006862ce67933e336576f117
81b1a78948495ec40c53f6496a57922cf2ed6d583257a82f4ffbb4f69b2a5b80,2,ccc832902ac7c244e399bd672562aee4432db4a76c9be5da2829f30310fd0c99,e3add546f714a0e295f9fafed765f312096b5fbfe35ad1865653a40862d2e78e
ac752458999964ffd6946cea13742996d42d063e0b16ab550130325f4e99d149,4,e4440f2a8c3832f17482b3751e023d1f79296aafa529e5f8855e7697170acca1,2adab4117bc9c1b422d5d56a8f3526f2992013865f3102386625c17fd999f99c
390a4f10dd115f2d5899ee54da48f91197c1e19eec2f7d592919b7cf7fd0ea02,0,a969be66742d40278dceedd78ff149e0db3f9719c310952fb2262c4b5426c005,460ade202c7bad91364f1f952ca5a9274bf8d6cfdefea3aca3ac87863127625b
d37bf237e373c165fa9a466b71954db4d6734f2dc29d72b87eac007d09a18e7c,3,034da9592e9c2805a61b94638f367106434416d4abaac70146ebb69c6ae7257b,4b60898fece4d8c900099a86b2be07f2aa3c70bdf3f702366472d46afad4f989
566b90f70cc378f2ae6d13a7f2fbda95e81e13b12299e583540d2540d0680108,4,e4440f2a8c3832f17482b3751e023d1f79296aafa529e5f8855e7697170acca1,b0f0956080461cc290e9890253c14eba028e8911a4421804088cc929d543a89a
26baaa713383f8d3a1849defd06c2fcbead7c3b9de03f5453b9cebf50a794518,0,6dddb2801334dab8ebbcfa11b906fe5772edbb74bc152b43a13efd17c803048b,460ade202c7bad91364f1f952ca5a9274bf8d6cfdefea3aca3ac87863127625b
65635cc6100cefa14b5a2009dcb2330511e5708accd3aa46f70aba09a2602a3a,0,a969be66742d40278dceedd78ff149e0db3f9719c310952fb2262c4b5426c005,16a2a3604527b72b63f62e2bd17af20a690090a18431d407bb68be96a0592718
fe6e87b7f692e9d18d5cba67be4225ac92ffdf26179c853e5e7a4c947cad7f28,3,632dc891e8eaf38201be99c94a6578bc3c83184b9a297a753efbdcc43b6fb38e,f3b909e4f6573a94169436f81f0c4c7762dd662e99677aa43c2ff58ac2e07399
decfb0ec3bc21cb319db741abe6abba42d9686780146d211efc2da39ffea4470,3,ea6148bfd085e5235e87f475b074bc9e7c0b60ce74b31624ae9a694222c5c3cb,6b24227dab84f215682b5e45a5a268fc0d593ab89c014f69b5b59c71f43e4290
5cbb0dcd2a2e54125711b1f03c9176bbad98d063b0e075e8802bb0dc3aca8330,3,7b1b78af51586a6e723fd16a8ad25c6efd1a1d3b9e1150a16db323795a215b61,ed8c03f60d333d91b433eb554da160876e6d1d1bad4378e5fc4bca0c8b1cd27d
f82e81f0646ed8f9c5b7f7470c2ef03875c3a058c7f0c4a5f8f9a66316e8cf01,1,73f419fe136dba648b112e4709ef233e701c7fa41736b920d044f7829db75505,f15825f50410cd126ea0c25c2602ed98404e0fbde3c1515c9c94f171eec42d6e
4d85c58e44e9c0fa9312e3717663c7fbcf94d3836a52a6aa6a8d2b9e1838c45a,4,5704001509eb9819c64c83dd4abe8c557dd1581b81f8c851b71f7a87a739cc47,b79442c842430fcd0075d55af8f8f653c30f166c27eb4b1a9264f82d9843733e
211f7cfa8b07e4375e799a7902eaba1c5ba091fe9592346f32fe8a579cb26e8a,0,b370089df34b3b5935e540ee4af687b5e5074f98a4da4aef870373c5f8fc38b8,de4ab0abb991629454a56e160870dc4f804282a8c25a68c26ba735dbeaa58523
0dff6a0f4449f3afeb05b9f625cad1e1b30efa72bf491d9b41239ecca2bf77ca,2,17c658decf72fc5ce0e34716cfad5936ae6d48c838371fd8e333c7d0081efa17,ffbdc0d0575f2d2414a233bee3ac15252c5de7d0aab067ac15f88395e8def2d5
387233a151744a9cbde74a6ee10b1fd80e679ce263147e8a813e0cfa55a4c7d1,1,d62ad3d68a3ed8dcf8a0f20d359a9ba7133cd5061b4ade01967b24020a7f5eb6,83dd9e22aca56d7df36f5e87ff9782da4b74f77a8d0378623b7c2f992a07aefb
7495cdae815404af8de0338aabe69e989e5e02b75b8488fc115dd49cec19020a,1,d62ad3d68a3ed8dcf8a0f20d359a9ba7133cd5061b4ade01967b24020a7f5eb6,4a828e260ac8369e37c11085b015f17609c8c93c885a0c6bab2b74d4419fbce6
b9313205568c5511370a99c8b04a95dcd5fa426aa4361f5e643cf07840ea1713,1,7a8f05b04ea30bf837bb4e325ea74527db78c283147450f97be12d80c9fab8f5,8560a8caea162c70d1b3682c9954452f9d2b10bce392215a9b7539afeb7aa31c
9ab31361c5ef3a06aa0297c31edd1414ad4bbb55947cfe94eb8346735a61e33d,0,b370089df34b3b5935e540ee4af687b5e5074f98a4da4aef870373c5f8fc38b8,6f15b33f12b054209236ca751a032718dd598157b93ae886eb9e9effb11a9a62
0d59702b2218d9db4c101bdc2a3fdda14a1a708efde29ce0dd23838b3bf575ec,2,3d216d6bca526e581288346dd788f5aeb3e289c99018e6891df58f1315500360,0e6ae4d158db526c6bb60492cac3d190702a27f6256e3b6e52ac398a04261edb
87844b0d8c681829defbb526a941beb7c9a501e6d08661bf60b3bf5d6c5b79ec,3,4a3501a827be2c2ec5f02b6f02741de6f5f3f63c9011f0e4ea2854ebb5075900,2bfd747f7afb9e0f178d187d8555037e791df8f8312d9428196aad3d1f68de11
c6ff9b151001924b5074fc490992a9b7030c989522767a51c2e86a174a81e433,3,76b34b1410467194f2863097ba08173560db8ab4e456d876eb82cd5548b6899e,77feb82601ded0b666bcede20d7e005dbbe498200d69fc66cbb13d0758e8048d
3521b5ce7552c8fd061fcd5723c5f6aa8911e1ec14821c4b9d0c7d49f57c2e67,0,b370089df34b3b5935e540ee4af687b5e5074f98a4da4aef870373c5f8fc38b8,16a2a3604527b72b63f62e2bd17af20a690090a18431d407bb68be96a0592718
57704770d09539853174c96bbeba57b86e68f7231f2b077ad22e87ff6a25ab11,0,844b958f8ed0a071283bceb333086f608d5a64fa89d589093ad31e34b78a8eeb,e4355002c145a4436ef7432542c2d670cb58d897f5bb142f7c5615f852d19abf
1e79c516e63ecb92e2b16382f7224291ac0c28d24e5c6c6b3f260aa7a873ac17,2,2f961e44f89fab3db53c493305346435e34f4bc810563d48b97441d076043e41,5afc2892451836890f71e884a35c8104e9d81b5fa04ba8c4b2cea07f7bb61738
920b04d12816365d255b4520906ec88f55afceb7b5dcd06af664f6402214d8e7,1,73f419fe136dba648b112e4709ef233e701c7fa41736b920d044f7829db75505,8560a8caea162c70d1b3682c9954452f9d2b10bce392215a9b7539afeb7aa31c
95a563765887285163ed70d4797d3763ae38e1cd83e480ebfc6db50c75a8fdfa,1,4a828e260ac8369e37c11085b015f17609c8c93c885a0c6bab2b74d4419fbce6,f728bc7ca62aed9c1d0e6aad24ecdbf4d20c38f8efcbc7920c68c069765f8e14
66879bb30d8cd80f91c354e6f6e8da7e020cbf64207fc77fb6cf63eb6e59b4bb,4,c56585d3dbb267b1ff3bf790bf486d1ca6b743b156dc96bda2c4bb63b59c601c,b9b57208ce4075c33e5d58aba15874b8ea4b5df7aed72278323fc2d08c488442
74a8f06dcf6c07b34cafdf6349d2e21acc694342901944e6487cce9917dcbc58,3,fa6d84eb5a2989c9669f5a4d16cdf5588b59542eb2f97f529f7a95c38fc20783,d6e948e4c0d09439baa74957409fa99ebd4827ac9c699f5e5edef45ba88713bd
e3a085757f7b5e20a18b7a940215de76b2ee735164654bee4c85f22b4af75ceb,1,1a6bd56cacfcff7f32d494a78e11ad88ac08f5371ddeef2d124b81b9504e7f97,f728bc7ca62aed9c1d0e6aad24ecdbf4d20c38f8efcbc7920c68c069765f8e14
2286814e62d41214c08ff0b19313cac9d8f574e03900d69f09d0fd83e1f4ffec,0,a969be66742d40278dceedd78ff149e0db3f9719c310952fb2262c4b5426c005,e4355002c145a4436ef7432542c2d670cb58d897f5bb142f7c5615f852d19abf
3ecd3cdca1e22830a6a080e995fba593d0d7fa5c991c2cbac3deec3782ad41f0,0,844b958f8ed0a071283bceb333086f608d5a64fa89d589093ad31e34b78a8eeb,460ade202c7bad91364f1f952ca5a9274bf8d6cfdefea3aca3ac87863127625b
97fbdf189d8969d06e71dba646e21c55b033bf3b4242b5252ec5cc473c2d4070,4,2adab4117bc9c1b422d5d56a8f3526f2992013865f3102386625c17fd999f99c,5704001509eb9819c64c83dd4abe8c557dd1581b81f8c851b71f7a87a739cc47
df1f510b3e519c76fdad365a5899ef6e1df8fd09a9438074bfd99ad600c83087,4,18b4b2d34e5d38bf54f8c8e8f82296660654de6270ef3c652a1c155cdd6e360e,e4440f2a8c3832f17482b3751e023d1f79296aafa529e5f8855e7697170acca1
6b860eb26310be063c5f13d5edcef5cb720b5bec6e213f066a69c56f82361f2c,2,2030cf62fa1a0a157689a1b6b78dd85276df0c8198a8fa750eaabbafbbc02877,60a8909c96c457faf83b0208bc4f675b2f800c28195330f26b97846a614be958
787965be6c14fd68a33a05acb3abf0c043b8b3578319e1f717a3d16842307df1,3,0896fb1695f659404c5809feb38f467970f12cfbb207203860d3ebf1b3b020b7,fa6d84eb5a2989c9669f5a4d16cdf5588b59542eb2f97f529f7a95c38fc20783
30cdb91f5f1e91cb1395a3ca41223d1453d78cefe2a80c4dca3cc1edc49b6dfe,1,f15825f50410cd126ea0c25c2602ed98404e0fbde3c1515c9c94f171eec42d6e,1a6bd56cacfcff7f32d494a78e11ad88ac08f5371ddeef2d124b81b9504e7f97
2ca0bd39518c509af9488afdc5951f8a3fa8c75bcbd94eff3fd05b64d12ca564,4,b0f0956080461cc290e9890253c14eba028e8911a4421804088cc929d543a89a,2adab4117bc9c1b422d5d56a8f3526f2992013865f3102386625c17fd999f99c
08721e5004f4d41b40e3c22665db0f3de24a5fa3654af86327b2f84ee85e8de8,0,6dddb2801334dab8ebbcfa11b906fe5772edbb74bc152b43a13efd17c803048b,de4ab0abb991629454a56e160870dc4f804282a8c25a68c26ba735dbeaa58523
480d634e521dd0100cbf2650a0056434a55101de6c26423d4ee2253ea9cec155,4,b79442c842430fcd0075d55af8f8f653c30f166c27eb4b1a9264f82d9843733e,84d54f6bc1ced1d4c012810ff845e8e80988c37dfa70bc058e9a9c8fa9bd4a34
081ac8b8f47fcd964621ddd349a32024fadd9b89e1c1f81c509d1a708704a6c5,3,6bdf0e14193d2b358a1d80d3ff0026c7d8cd5bae0233b8d1559fecafd5ddfb31,ed8c03f60d333d91b433eb554da160876e6d1d1bad4378e5fc4bca0c8b1cd27d
d3c14fbed2dcab9335bf6955736ef775499e0b96be4ee718ca92ba8594530684,1,73f419fe136dba648b112e4709ef233e701c7fa41736b920d044f7829db75505,1a6bd56cacfcff7f32d494a78e11ad88ac08f5371ddeef2d124b81b9504e7f97
8510fece3ad131cc69d2e30a27f45f1f1a7766aa291e115505f332196f8dae4a,2,df69e6a6430f1ce5d6f94ff175d3852e9e0009262ee851a4c0811262d6a32861,bfdf44b01274727f07944c3a3684e261801eac7a35a299aa219ef10c85799e3a
67ab145810269bccb44db9e339a1e54ebf4e9bc874140ef4394549a86467031b,4,f6972193190fda024f6280ca28e318337b3b5511183275d7007b48d05e4da020,84d54f6bc1ced1d4c012810ff845e8e80988c37dfa70bc058e9a9c8fa9bd4a34
51443199eecbbfadf918fc7c4fcf60113af90245681ca83d9edd2257af4535fb,2,55c2f1c15f928c30d91dbeeabd087aa77603e34da270361a1f3bcc5e0651a151,37d78821c4efd8a8abecc86a63637978a90c23e1103a42579f8b5d4c50521cd9
801bde6a926b88fe0994ab66f2e28f35bde27da281ff1de336e63567896c326a,0,6dddb2801334dab8ebbcfa11b906fe5772edbb74bc152b43a13efd17c803048b,b370089df34b3b5935e540ee4af687b5e5074f98a4da4aef870373c5f8fc38b8
