synthetic_seller_uid,parent_seller_uid,parent_pair_uid,component_id,fold,review_label,track,seed,variant_index,transform,source_field,segment_index,text,source_market_raw,identifier_value,synthetic_train_only
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,title_concat_top,3,最新宝妈精准数据16万母婴女性,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,title_concat_top,4,全国大城市业主个人房产数据优质人群,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,title_concat_top,5,今年京东商城网购数据_女性信息,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,0,京东商城，今年4-6月网购数据， 基本都是女性顾客（不是绝对都是） 字段：下单时间|买家|买家手机| 卖家店铺名称|商品名称|价格|买家地址 字段详实，拍后自动发货. 共360000多条. 新鲜优质资源，先拍先用,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,1,"包含城市： 武汉,南昌,杭州,西安,大连,沈阳 ,温州,石家庄,无锡,唐山,苏州,呼和浩特,昆明,常州,长沙 ,南通,淄博,福州,青岛,南京,合肥,太原,成都,长春,东莞,兰州,厦门,佛山,天津 ,上海,重庆,郑州,泉州,宁波,深圳,广州,烟台,潍坊,南宁,济南,乌鲁木齐,哈尔滨 有90000条，具体格式参考图片 拍了，自动发货",,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,2,2020保健品客户购买信息13W新货 各种保健品购买数据 货款1000多元的比较多，购买力挺好 顾客全国各地的 时间是2020今年的，具体时间格式如图： 货名-件数-货款-收件人-收货电话-收件地址-发货日期 优质资源，自动发货,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,3,最新宝妈精准数据16万母婴女性 全国各地宝妈网女性会员 160000条非常精准的母婴类，年轻女性类数据 ID|姓名|性别|地区|电话|Email| 下单后有链接，自动显示,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,4,淘宝母婴类新鲜数据 330000条， 收货人姓名|商品名称|价格|店铺名称|收货电话|快递名|收货地址|时间 时间为6，7月份的数据， *下单2份，发33万条,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,5,全国大城市业主个人房产数据 数据真实，详细，都是大城市有消费实力的个人， 各种营销的优质信息,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,6,飞机乘客个人信息 数据总共80多万 内容样式：姓名，性别，生日，年龄， 手机，身份证，户籍，邮箱，地址,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,7,全国各地，男女老少都有， 到手后，可以做各种筛选， 都是比较有经济能力的优质群体,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,8,买家大部分为各地的女性，精准母婴数据,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,9,*下单1份，发13万条，自动发货,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,0,淘宝母婴类新鲜数据 330000条， 收货人姓名|商品名称|价格|店铺名称|收货电话|快递名|收货地址|时间 时间为6，7月份的数据， *下单2份，发33万条； *下单1份，发13万条，自动发货。 买家大部分为各地的女性，精准母婴数据,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,1,2020保健品客户购买信息13W新货 各种保健品购买数据 货款1000多元的比较多，购买力挺好 顾客全国各地的 时间是2020今年的，具体时间格式如图： 货名-件数-货款-收件人-收货电话-收件地址-发货日期 优质资源，自动发货,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,2,飞机乘客个人信息 数据总共80多万 内容样式：姓名，性别，生日，年龄， 手机，身份证，户籍，邮箱，地址。 拍2份，发80万； 拍1份，发30万(自动发货)。 全国各地，男女老少都有， 到手后，可以做各种筛选， 都是比较有经济能力的优质群体。,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,3,最新宝妈精准数据16万母婴女性 全国各地宝妈网女性会员 160000条非常精准的母婴类，年轻女性类数据 ID|姓名|性别|地区|电话|Email| 下单后有链接，自动显示,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,4,"全国大城市业主个人房产数据 数据真实，详细，都是大城市有消费实力的个人， 各种营销的优质信息！ 包含城市： 武汉,南昌,杭州,西安,大连,沈阳 ,温州,石家庄,无锡,唐山,苏州,呼和浩特,昆明,常州,长沙 ,南通,淄博,福州,青岛,南京,合肥,太原,成都,长春,东莞,兰州,厦门,佛山,天津 ,上海,重庆,郑州,泉州,宁波,深圳,广州,烟台,潍坊,南宁,济南,乌鲁木齐,哈尔滨 有90000条，具体格式参考图片 拍了，自动发货",,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,5,京东商城，今年4-6月网购数据， 基本都是女性顾客（不是绝对都是） 字段：下单时间|买家|买家手机| 卖家店铺名称|商品名称|价格|买家地址 字段详实，拍后自动发货. 共360000多条. 新鲜优质资源，先拍先用。,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,category_concat_top,0,数据,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_title_concat,0,北京重点中学家长学生数据10万,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_title_concat,1,全国大城市业主个人房产数据优质人群,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_title_concat,2,宝妈精准数据16万母婴女性,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_title_concat,3,飞机乘客个人信息80万优质人群,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_title_concat,4,13W保健品客户购买信息,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,title_concat_top,0,飞机乘客个人信息80万优质人群,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,title_concat_top,1,13W保健品客户购买信息,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,title_concat_top,2,宝妈精准数据16万母婴女性,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,title_concat_top,3,全国大城市业主个人房产数据优质人群,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,title_concat_top,4,北京重点中学家长学生数据10万,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,0,保健品客户购买信息13W 各种保健品购买数据 货款1000多元的比较多，购买力挺好 顾客全国各地的 时间是2020今年的，具体时间格式如图： 货名-件数-货款-收件人-收货电话-收件地址-发货日期 优质资源，自动发货,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,1,"包含城市： 武汉,南昌,杭州,西安,大连,沈阳 ,温州,石家庄,无锡,唐山,苏州,呼和浩特,昆明,常州,长沙 ,南通,淄博,福州,青岛,南京,合肥,太原,成都,长春,东莞,兰州,厦门,佛山,天津 ,上海,重庆,郑州,泉州,宁波,深圳,广州,烟台,潍坊,南宁,济南,乌鲁木齐,哈尔滨 有90000条，具体格式参考图片 拍了，自动发货",,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,2,宝妈精准数据16万母婴女性 全国各地宝妈网女性会员 160000条非常精准的母婴类，年轻女性类数据 ID|姓名|性别|地区|电话|Email| 下单后有链接，自动显示,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,3,学生姓名/年级/入学学年/学区/民族/是否独生子女/是否特长生/学校名称/家长电话/关系/家长姓名 共105000条，自动发货 具体时间内容，详细内容如图 重教育，素质高，非常优质的群体,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,4,全国大城市业主个人房产数据 数据真实，详细，都是大城市有消费实力的个人， 各种营销的优质信息,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,5,飞机乘客个人信息 数据总共80多万 内容样式：姓名，性别，生日，年龄， 手机，身份证，户籍，邮箱，地址,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,signature_description_concat,6,全国各地，男女老少都有， 到手后，可以做各种筛选， 都是比较有经济能力的优质群体,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,0,飞机乘客个人信息 数据总共80多万 内容样式：姓名，性别，生日，年龄， 手机，身份证，户籍，邮箱，地址。 拍2份，发80万； 拍1份，发30万。 全国各地，男女老少都有， 到手后，可以做各种筛选， 都是比较有经济能力的优质群体。,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,1,保健品客户购买信息13W 各种保健品购买数据 货款1000多元的比较多，购买力挺好 顾客全国各地的 时间是2020今年的，具体时间格式如图： 货名-件数-货款-收件人-收货电话-收件地址-发货日期 优质资源，自动发货,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,2,宝妈精准数据16万母婴女性 全国各地宝妈网女性会员 160000条非常精准的母婴类，年轻女性类数据 ID|姓名|性别|地区|电话|Email| 下单后有链接，自动显示,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,3,"全国大城市业主个人房产数据 数据真实，详细，都是大城市有消费实力的个人， 各种营销的优质信息！ 包含城市： 武汉,南昌,杭州,西安,大连,沈阳 ,温州,石家庄,无锡,唐山,苏州,呼和浩特,昆明,常州,长沙 ,南通,淄博,福州,青岛,南京,合肥,太原,成都,长春,东莞,兰州,厦门,佛山,天津 ,上海,重庆,郑州,泉州,宁波,深圳,广州,烟台,潍坊,南宁,济南,乌鲁木齐,哈尔滨 有90000条，具体格式参考图片 拍了，自动发货",,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/negative/v00/right,market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,primary,20260321,0,section_order_rotation,description_concat_top,4,学生姓名/年级/入学学年/学区/民族/是否独生子女/是否特长生/学校名称/家长电话/关系/家长姓名 共105000条，自动发货 具体时间内容，详细内容如图 重教育，素质高，非常优质的群体,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/positive/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,primary,20260321,0,section_order_rotation,category_concat_top,0,数据,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/positive/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,primary,20260321,0,section_order_rotation,category_concat_top,1,技术,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/positive/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,primary,20260321,0,section_order_rotation,category_concat_top,2,其它,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/positive/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,primary,20260321,0,section_order_rotation,category_concat_top,3,虚拟,,,1
synthetic://step27/v1_1/primary/seed_20260321/primary_matched_000/positive/v00/left,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,primary,20260321,0,section_order_rotation,signature_title_concat,0,2020 超实用网页机器人工具 自动点击 自动填写 高效稳定,,,1
